# sketch,characterise_v2loop
# mode_number,3
# mode_name,3_freerun_ts_before_v2_arithmetic
# label,D_b2
# ---- CHECK THE THREE LINES ABOVE BEFORE YOU KEEP THIS CAPTURE ----
# waiting 600 s for thermal settle - press any key to skip
# warm 0 s
# measuring bias (Feather 2 DC midpoint), as V2 does
# bias_volts,1.509075
# ----------------------------------------------------------
# n,16384
# fs_hz_window,1815.7331
# span_s,9.022802
# dt_mean_us,550.7081
# dt_sd_us,1.1977
# dt_min_us,549
# dt_max_us,560
# fs_hz_from_mean,1815.8442
# mean_code,1872.1257
# sd_code,0.8896
# min_code,1867
# max_code,1878
# mean_volts,1.508673
# sd_millivolts,0.7169
# adc,12bit_default_11dB_attenuation
# conv,linear_3.3_over_4095
# crossings_pos,2486
# crossings_neg,2486
# sink,3348317836
# ----------------------------------------------------------
t_us,code
1,1872
559,1872
1110,1873
1670,1872
2225,1872
2775,1872
3329,1872
3879,1872
4429,1872
4979,1874
5530,1873
6081,1874
6631,1872
7182,1872
7732,1873
8283,1873
8833,1872
9384,1872
9935,1874
10486,1873
11036,1873
11586,1872
12137,1876
12689,1872
13240,1872
13790,1872
14344,1873
14895,1873
15445,1873
15995,1872
16546,1872
17096,1875
17647,1872
18200,1873
18750,1874
19300,1872
19852,1872
20402,1878
20953,1871
21503,1873
22055,1872
22605,1873
23155,1873
23705,1873
24255,1872
24810,1874
25361,1875
25911,1875
26461,1872
27012,1872
27562,1872
28111,1874
28663,1873
29213,1872
29764,1872
30318,1872
30869,1872
31419,1875
31970,1873
32520,1872
33072,1872
33622,1872
34174,1873
34724,1875
35275,1872
35825,1872
36375,1872
36925,1873
37476,1872
38028,1872
38578,1872
39128,1876
39678,1872
40229,1872
40779,1875
41334,1874
41885,1873
42435,1875
42985,1872
43537,1876
44088,1874
44638,1872
45188,1871
45738,1874
46289,1872
46840,1873
47391,1872
47942,1872
48492,1871
49042,1872
49592,1871
50143,1872
50693,1872
51244,1872
51794,1873
52349,1872
52901,1872
53451,1872
54001,1872
54551,1875
55102,1873
55652,1872
56205,1877
56756,1873
57305,1872
57857,1873
58408,1872
58959,1873
59510,1872
60060,1874
60611,1873
61162,1874
61712,1872
62263,1872
62814,1872
63364,1874
63914,1872
64465,1872
65016,1872
65566,1871
66117,1874
66667,1873
67218,1872
67769,1872
68323,1872
68874,1872
69424,1872
69973,1874
70525,1872
71076,1871
71626,1871
72177,1872
72727,1873
73279,1872
73830,1873
74381,1872
74932,1872
75482,1873
76033,1872
76584,1872
77135,1873
77685,1874
78235,1872
78786,1872
79340,1872
79891,1873
80442,1873
80992,1873
81542,1872
82092,1872
82642,1872
83193,1872
83743,1872
84293,1872
84844,1874
85395,1872
85946,1872
86496,1873
87047,1874
87597,1872
88149,1872
88699,1871
89249,1872
89799,1872
90353,1874
90905,1872
91456,1872
92007,1872
92557,1872
93106,1875
93657,1872
94208,1872
94758,1872
95313,1872
95864,1873
96415,1872
96966,1872
97516,1874
98066,1872
98618,1872
99172,1872
99723,1873
100274,1872
100824,1872
101374,1872
101924,1872
102474,1872
103025,1874
103575,1872
104127,1873
104677,1872
105228,1873
105779,1872
106335,1872
106884,1873
107435,1873
107986,1873
108536,1872
109087,1872
109637,1872
110188,1872
110737,1872
111288,1872
111838,1874
112389,1872
112941,1872
113491,1871
114041,1872
114591,1872
115142,1872
115692,1872
116242,1872
116792,1872
117346,1872
117896,1872
118446,1873
118998,1874
119548,1877
120097,1872
120648,1872
121200,1872
121750,1872
122301,1872
122852,1872
123402,1873
123953,1874
124503,1874
125054,1874
125604,1876
126153,1872
126704,1872
127255,1872
127804,1872
128357,1872
128907,1872
129457,1872
130007,1872
130557,1871
131108,1872
131658,1872
132210,1872
132760,1872
133314,1872
133865,1874
134416,1872
134966,1872
135516,1874
136068,1873
136618,1871
137172,1872
137722,1872
138273,1872
138824,1872
139374,1872
139925,1872
140475,1872
141024,1872
141574,1872
142124,1872
142674,1872
143225,1872
143774,1873
144329,1874
144880,1872
145430,1873
145981,1873
146531,1872
147082,1872
147632,1871
148183,1872
148733,1872
149284,1873
149834,1872
150385,1872
150935,1872
151485,1873
152037,1872
152587,1872
153137,1875
153689,1872
154240,1873
154790,1872
155345,1873
155896,1872
156447,1875
156998,1873
157548,1874
158099,1873
158649,1874
159200,1873
159750,1872
160302,1875
160852,1873
161403,1873
161953,1872
162504,1872
163055,1872
163605,1874
164157,1873
164706,1873
165256,1872
165811,1872
166361,1872
166912,1875
167463,1872
168013,1875
168564,1872
169116,1872
