# sketch,characterise_v2loop
# mode_number,2
# mode_name,2_freerun_ts_before
# label,C_b2
# ---- CHECK THE THREE LINES ABOVE BEFORE YOU KEEP THIS CAPTURE ----
# waiting 600 s for thermal settle - press any key to skip
# warm 0 s
# ----------------------------------------------------------
# n,16384
# fs_hz_window,1852.9414
# span_s,8.841618
# dt_mean_us,539.6495
# dt_sd_us,1.0102
# dt_min_us,539
# dt_max_us,545
# fs_hz_from_mean,1853.0546
# mean_code,1872.1612
# sd_code,0.9202
# min_code,1866
# max_code,1878
# mean_volts,1.508701
# sd_millivolts,0.7415
# adc,12bit_default_11dB_attenuation
# conv,linear_3.3_over_4095
# ----------------------------------------------------------
t_us,code
1,1875
543,1872
1082,1872
1622,1873
2161,1873
2700,1872
3239,1873
3778,1872
4318,1872
4859,1873
5398,1873
5937,1873
6476,1872
7016,1872
7556,1872
8095,1872
8635,1874
9174,1873
9713,1872
10252,1872
10791,1874
11331,1876
11870,1873
12409,1873
12948,1874
13487,1872
14026,1872
14565,1874
15104,1872
15643,1872
16182,1873
16721,1873
17260,1874
17800,1873
18339,1875
18879,1872
19418,1872
19958,1873
20497,1875
21037,1872
21576,1872
22115,1875
22655,1872
23195,1874
23735,1873
24274,1875
24813,1872
25352,1873
25892,1872
26431,1873
26975,1872
27515,1872
28054,1877
28593,1872
29133,1872
29672,1872
30212,1872
30752,1873
31291,1872
31833,1873
32372,1872
32913,1875
33452,1872
33995,1877
34534,1872
35073,1873
35612,1872
36151,1875
36690,1872
37229,1873
37768,1873
38307,1872
38848,1872
39387,1872
39926,1873
40467,1872
41009,1872
41548,1875
42087,1874
42627,1872
43167,1872
43706,1872
44246,1872
44786,1873
45325,1872
45865,1873
46404,1872
46944,1872
47483,1872
48023,1873
48563,1872
49102,1872
49642,1873
50181,1872
50720,1872
51259,1872
51798,1874
52337,1872
52876,1872
53415,1872
53954,1873
54494,1875
55033,1873
55572,1875
56112,1873
56651,1872
57191,1872
57730,1872
58270,1872
