# sketch,characterise_v2loop
# mode_number,0
# mode_name,0_sept_baseline_deadline_ts_after
# label,A_b2
# ---- CHECK THE THREE LINES ABOVE BEFORE YOU KEEP THIS CAPTURE ----
# waiting 600 s for thermal settle - press any key to skip
# warm 0 s
# ----------------------------------------------------------
# n,16384
# fs_hz_window,1999.8779
# span_s,8.192000
# dt_mean_us,499.9999
# dt_sd_us,0.0078
# dt_min_us,499
# dt_max_us,500
# fs_hz_from_mean,2000.0002
# mean_code,1872.1871
# sd_code,0.8950
# min_code,1865
# max_code,1879
# mean_volts,1.508722
# sd_millivolts,0.7213
# adc,12bit_default_11dB_attenuation
# conv,linear_3.3_over_4095
# ----------------------------------------------------------
t_us,code
40,1873
539,1875
1039,1873
1539,1873
2039,1872
2539,1872
3039,1872
3539,1872
4039,1873
4539,1875
5039,1878
5539,1873
6039,1872
6539,1874
7039,1876
7539,1872
8039,1874
8539,1874
9039,1874
9539,1873
10039,1873
10539,1874
11039,1873
11539,1875
12039,1874
12539,1873
13039,1872
13539,1873
14039,1877
14539,1874
15039,1876
15539,1871
16039,1873
16539,1872
17039,1872
17539,1872
18039,1872
18539,1872
19039,1872
19539,1872
20039,1873
20539,1872
21039,1874
21539,1872
22039,1875
22539,1873
23039,1872
23539,1874
24039,1873
24539,1873
25039,1874
25539,1876
26039,1874
26539,1872
27039,1874
27539,1873
28039,1872
28539,1874
29039,1874
29539,1872
30039,1874
30539,1872
31039,1875
31539,1872
32039,1873
32539,1872
33039,1872
33539,1872
34039,1871
34539,1872
35039,1873
35539,1874
36039,1874
36539,1873
37039,1872
37539,1874
38039,1873
38539,1872
39039,1873
39539,1874
40039,1873
40539,1873
41039,1878
41539,1872
42039,1873
42539,1872
43039,1872
43539,1872
44039,1872
44539,1872
45039,1872
45539,1872
46039,1873
46539,1872
47039,1873
47539,1872
48039,1873
48539,1871
49039,1872
49539,1873
50039,1872
50539,1871
51039,1872
51539,1872
52039,1875
52539,1872
53039,1872
53539,1870
54039,1872
54539,1872
55039,1873
55539,1872
56039,1874
56539,1873
57039,1874
57539,1872
58039,1875
58539,1872
59039,1872
59539,1872
60039,1872
60539,1872
61039,1873
61539,1872
62039,1872
62539,1872
63039,1873
63539,1871
64039,1872
64539,1872
65039,1873
65539,1875
66039,1872
66539,1872
67039,1875
67539,1874
68039,1872
68539,1875
69039,1875
69539,1872
70039,1872
70539,1874
71039,1872
71539,1872
72039,1872
72539,1873
73039,1873
73539,1873
74039,1873
74539,1873
75039,1873
75539,1872
76039,1873
76539,1873
77039,1873
77539,1872
78039,1872
78539,1874
79039,1875
79539,1872
80039,1873
80539,1872
81039,1872
81539,1872
82039,1872
82539,1873
83039,1873
83539,1873
84039,1872
84539,1874
85039,1873
85539,1873
86039,1873
86539,1872
87039,1875
87539,1872
88039,1872
88539,1874
89039,1874
89539,1874
90039,1873
90539,1872
91039,1874
91539,1873
92039,1873
92539,1872
93039,1872
93539,1875
94039,1872
94539,1872
95039,1873
95539,1874
96039,1873
96539,1874
97039,1872
97539,1873
98039,1872
98539,1873
99039,1872
99539,1872
100039,1872
100539,1874
101039,1875
101539,1872
102039,1874
102539,1872
103039,1873
103539,1872
104039,1874
104539,1872
105039,1872
105539,1873
106039,1872
106539,1874
107039,1872
107539,1872
108039,1875
108539,1873
109039,1872
109539,1874
110039,1872
110539,1874
111039,1871
111539,1872
112039,1874
112539,1873
113039,1871
113539,1876
114039,1874
114539,1873
115039,1876
115539,1872
116039,1870
116539,1874
117039,1872
117539,1874
118039,1872
118539,1873
119039,1872
119539,1873
120039,1873
120539,1872
121039,1872
121539,1872
122039,1873
122539,1872
123039,1874
123539,1874
124039,1873
124539,1872
125039,1872
125539,1873
126039,1873
126539,1875
127039,1874
127539,1872
128039,1872
128539,1873
129039,1877
129539,1876
130039,1874
130539,1872
131039,1873
131539,1872
132039,1873
132539,1872
133039,1873
133539,1874
134039,1872
134539,1874
135039,1872
135539,1873
