# sketch,characterise_v2loop
# mode_number,0
# mode_name,0_sept_baseline_deadline_ts_after
# label,A1_sept_baseline
# ---- CHECK THE THREE LINES ABOVE BEFORE YOU KEEP THIS CAPTURE ----
# waiting 600 s for thermal settle - press any key to skip
# warm 0 s
# ----------------------------------------------------------
# n,16384
# fs_hz_window,1999.8779
# span_s,8.192000
# dt_mean_us,499.9999
# dt_sd_us,0.0078
# dt_min_us,499
# dt_max_us,500
# fs_hz_from_mean,2000.0002
# mean_code,1872.3759
# sd_code,0.9748
# min_code,1867
# max_code,1881
# mean_volts,1.508874
# sd_millivolts,0.7856
# adc,12bit_default_11dB_attenuation
# conv,linear_3.3_over_4095
# ----------------------------------------------------------
t_us,code
40,1872
539,1873
1039,1874
1539,1873
2039,1872
2539,1871
3039,1872
3539,1872
4039,1872
4539,1874
5039,1872
5539,1872
6039,1872
6539,1874
7039,1875
7539,1872
8039,1874
8539,1873
9039,1875
9539,1873
10039,1872
10539,1872
11039,1874
11539,1872
12039,1872
12539,1872
13039,1872
13539,1873
14039,1873
14539,1872
15039,1872
15539,1872
16039,1872
16539,1872
17039,1874
17539,1872
18039,1872
18539,1871
19039,1872
19539,1872
20039,1873
20539,1872
21039,1872
21539,1874
22039,1872
22539,1874
23039,1873
23539,1873
24039,1875
24539,1872
25039,1875
25539,1872
26039,1872
26539,1872
27039,1872
27539,1872
28039,1871
28539,1873
29039,1872
29539,1872
30039,1872
30539,1874
31039,1873
31539,1871
32039,1875
32539,1872
33039,1871
33539,1872
34039,1874
34539,1874
35039,1872
35539,1876
36039,1873
36539,1872
37039,1872
37539,1874
38039,1872
38539,1872
39039,1872
39539,1873
40039,1872
40539,1872
41039,1871
41539,1873
42039,1872
42539,1873
43039,1873
43539,1872
44039,1873
44539,1875
45039,1874
45539,1872
46039,1871
46539,1875
47039,1874
47539,1873
48039,1873
48539,1872
49039,1872
49539,1872
50039,1872
50539,1873
51039,1872
51539,1872
52039,1872
52539,1874
53039,1875
53539,1873
54039,1875
54539,1872
55039,1875
55539,1873
56039,1874
56539,1875
57039,1873
57539,1873
58039,1872
58539,1873
59039,1874
59539,1872
60039,1874
60539,1874
61039,1872
61539,1872
62039,1872
62539,1873
63039,1873
63539,1873
64039,1875
64539,1872
65039,1871
65539,1874
66039,1877
66539,1874
67039,1873
67539,1872
68039,1872
68539,1875
69039,1871
69539,1873
70039,1871
70539,1872
71039,1873
71539,1873
72039,1873
72539,1873
73039,1872
73539,1872
74039,1873
74539,1873
75039,1872
75539,1872
76039,1872
76539,1872
77039,1872
77539,1871
78039,1872
78539,1875
79039,1874
79539,1872
80039,1872
80539,1872
81039,1872
81539,1872
82039,1873
82539,1872
83039,1872
83539,1873
84039,1872
84539,1874
85039,1872
85539,1872
86039,1872
86539,1873
87039,1873
87539,1873
88039,1872
88539,1873
89039,1872
89539,1873
90039,1875
90539,1872
91039,1872
91539,1873
92039,1872
92539,1873
93039,1872
93539,1874
94039,1875
94539,1874
95039,1873
95539,1873
96039,1873
96539,1872
97039,1872
97539,1872
98039,1872
98539,1872
99039,1873
99539,1874
100039,1881
100539,1872
101039,1873
101539,1873
102039,1873
102539,1872
103039,1872
103539,1873
104039,1872
104539,1874
105039,1872
105539,1873
106039,1872
106539,1873
107039,1874
107539,1872
108039,1873
108539,1873
109039,1872
109539,1875
110039,1872
110539,1874
111039,1872
111539,1872
112039,1874
112539,1872
113039,1873
113539,1872
114039,1872
114539,1874
115039,1872
115539,1872
116039,1872
116539,1873
117039,1874
117539,1873
118039,1877
118539,1873
119039,1873
119539,1874
120039,1872
120539,1872
121039,1872
121539,1874
122039,1874
122539,1873
123039,1872
123539,1874
124039,1872
124539,1873
125039,1873
125539,1873
126039,1871
126539,1874
127039,1874
127539,1872
128039,1877
128539,1872
129039,1872
129539,1872
130039,1872
130539,1874
131039,1873
131539,1877
132039,1871
132539,1872
133039,1875
133539,1872
134039,1872
134539,1872
135039,1875
135539,1873
136039,1875
136539,1873
137039,1872
137539,1872
138039,1872
138539,1872
139039,1874
139539,1872
140039,1870
140539,1872
141039,1872
141539,1875
142039,1872
142539,1872
143039,1873
143539,1873
144039,1872
144539,1872
145039,1872
145539,1874
146039,1872
146539,1873
147039,1873
147539,1873
148039,1873
148539,1872
149039,1871
149539,1876
150039,1872
150539,1872
151039,1872
151539,1872
152039,1876
152539,1872
153039,1873
153539,1872
154039,1872
154539,1872
155039,1872
155539,1873
156039,1874
156539,1873
157039,1872
157539,1872
158039,1871
158539,1871
159039,1872
159539,1872
160039,1872
160539,1873
161039,1872
161539,1872
162039,1874
162539,1876
163039,1871
163539,1872
164039,1872
164539,1872
165039,1873
165539,1873
166039,1873
166539,1872
167039,1872
167539,1872
168039,1872
168539,1872
169039,1874
169539,1872
170039,1872
170539,1872
171039,1873
171539,1872
172039,1872
172539,1872
173039,1872
173539,1872
174039,1872
174539,1872
175039,1875
175539,1873
176039,1873
176539,1872
177039,1872
177539,1872
178039,1875
178539,1876
179039,1875
179539,1872
180039,1874
180539,1872
181039,1873
181539,1872
182039,1872
182539,1873
183039,1872
183539,1872
184039,1872
184539,1872
185039,1872
185539,1872
186039,1873
186539,1872
187039,1874
187539,1876
188039,1877
188539,1873
189039,1875
189539,1875
190039,1872
190539,1872
191039,1873
191539,1873
192039,1872
192539,1875
193039,1872
193539,1874
194039,1874
194539,1872
195039,1872
195539,1874
196039,1872
196539,1873
197039,1872
197539,1872
198039,1872
198539,1872
199039,1872
199539,1874
200039,1873
200539,1872
201039,1874
201539,1872
202039,1874
202539,1872
203039,1873
203539,1873
204039,1872
204539,1874
205039,1877
205539,1872
206039,1871
206539,1873
207039,1873
207539,1873
208039,1873
208539,1872
209039,1873
209539,1872
210039,1872
210539,1874
211039,1872
211539,1872
212039,1874
212539,1873
213039,1872
213539,1872
214039,1873
214539,1872
215039,1872
215539,1873
216039,1872
216539,1872
217039,1872
217539,1872
218039,1872
218539,1873
219039,1872
219539,1872
220039,1872
220539,1872
221039,1872
221539,1872
222039,1872
222539,1872
223039,1873
223539,1872
224039,1870
224539,1873
225039,1872
225539,1874
226039,1872
226539,1875
227039,1872
227539,1872
228039,1872
228539,1872
229039,1873
229539,1872
230039,1875
230539,1872
231039,1873
231539,1874
232039,1872
232539,1874
233039,1872
233539,1873
234039,1873
234539,1872
235039,1872
235539,1872
236039,1872
236539,1873
237039,1872
237539,1873
238039,1873
238539,1872
239039,1874
239539,1872
240039,1873
240539,1872
241039,1872
241539,1873
242039,1872
242539,1873
243039,1873
243539,1872
244039,1872
244539,1872
245039,1873
245539,1872
246039,1872
246539,1874
247039,1872
247539,1872
248039,1871
248539,1875
249039,1872
249539,1875
250039,1871
250539,1873
251039,1874
251539,1872
252039,1872
252539,1874
253039,1873
253539,1873
254039,1873
254539,1872
255039,1872
255539,1873
256039,1873
256539,1874
257039,1873
257539,1873
258039,1875
258539,1872
259039,1872
259539,1872
260039,1872
260539,1872
261039,1872
261539,1874
262039,1872
262539,1872
263039,1872
263539,1872
264039,1872
264539,1873
265039,1874
265539,1872
266039,1872
266539,1872
267039,1872
267539,1873
268039,1874
268539,1873
269039,1874
269539,1874
270039,1872
270539,1872
271039,1872
271539,1873
272039,1872
272539,1872
273039,1872
273539,1872
274039,1872
274539,1872
275039,1872
275539,1872
276039,1874
276539,1872
277039,1874
277539,1872
278039,1872
278539,1872
279039,1872
279539,1873
280039,1872
280539,1873
281039,1873
281539,1872
282039,1875
282539,1872
283039,1872
283539,1873
284039,1874
284539,1872
285039,1872
285539,1872
286039,1872
286539,1872
287039,1872
287539,1874
288039,1873
288539,1873
289039,1873
289539,1872
290039,1872
290539,1872
291039,1875
291539,1873
292039,1872
292539,1872
293039,1874
293539,1874
294039,1873
294539,1872
295039,1872
295539,1873
296039,1872
296539,1872
297039,1872
297539,1872
298039,1872
298539,1873
299039,1872
299539,1872
300039,1873
300539,1873
301039,1872
301539,1872
302039,1871
302539,1872
303039,1872
303539,1872
304039,1878
304539,1874
305039,1874
305539,1873
306039,1872
306539,1871
307039,1872
307539,1872
308039,1872
308539,1872
309039,1872
309539,1872
310039,1872
310539,1872
311039,1874
311539,1872
312039,1872
312539,1875
313039,1873
313539,1872
314039,1872
314539,1872
315039,1872
315539,1872
316039,1874
316539,1872
317039,1872
317539,1872
318039,1873
318539,1873
319039,1872
319539,1872
320039,1875
320539,1875
321039,1873
321539,1872
322039,1873
322539,1872
323039,1872
323539,1873
324039,1872
324539,1872
325039,1872
325539,1875
326039,1875
326539,1872
327039,1873
327539,1872
328039,1872
328539,1873
329039,1873
329539,1873
330039,1872
330539,1873
331039,1873
331539,1872
332039,1875
332539,1872
333039,1872
333539,1872
334039,1872
334539,1873
335039,1872
335539,1873
336039,1874
336539,1872
337039,1874
337539,1873
338039,1872
338539,1871
339039,1872
339539,1872
340039,1872
340539,1872
341039,1872
341539,1874
342039,1872
342539,1872
343039,1873
343539,1872
344039,1872
344539,1869
345039,1871
345539,1872
346039,1873
346539,1873
347039,1876
347539,1873
348039,1872
348539,1870
349039,1872
349539,1874
350039,1873
350539,1871
351039,1873
351539,1872
352039,1873
352539,1873
353039,1871
353539,1872
354039,1873
354539,1875
355039,1872
355539,1873
356039,1875
356539,1872
357039,1874
357539,1872
358039,1872
358539,1872
359039,1872
359539,1873
360039,1873
360539,1873
361039,1874
361539,1875
362039,1872
362539,1873
363039,1872
363539,1873
364039,1872
364539,1872
365039,1872
365539,1872
366039,1872
366539,1872
367039,1878
367539,1872
368039,1876
368539,1872
369039,1872
369539,1875
370039,1872
370539,1872
371039,1873
371539,1875
372039,1872
372539,1872
373039,1873
373539,1873
374039,1872
374539,1872
375039,1872
375539,1872
376039,1872
376539,1872
377039,1872
377539,1872
378039,1872
378539,1872
379039,1872
379539,1872
380039,1874
380539,1873
381039,1872
381539,1872
382039,1872
382539,1872
383039,1872
383539,1872
384039,1872
384539,1872
385039,1873
385539,1875
386039,1874
386539,1872
387039,1873
387539,1872
388039,1872
388539,1873
389039,1872
389539,1874
390039,1872
390539,1870
391039,1873
391539,1872
392039,1872
392539,1872
393039,1872
393539,1872
394039,1874
394539,1873
395039,1874
395539,1872
396039,1872
396539,1873
397039,1872
397539,1873
398039,1873
398539,1872
399039,1873
399539,1872
400039,1874
400539,1872
401039,1872
401539,1872
402039,1872
402539,1872
403039,1873
403539,1875
404039,1872
404539,1872
405039,1872
405539,1874
406039,1872
406539,1872
407039,1872
407539,1872
408039,1873
408539,1874
409039,1874
409539,1873
410039,1872
410539,1873
411039,1873
411539,1872
412039,1874
412539,1872
413039,1874
413539,1872
414039,1873
414539,1872
415039,1872
415539,1873
416039,1874
416539,1872
417039,1872
417539,1873
418039,1872
418539,1872
419039,1873
419539,1872
420039,1873
420539,1872
421039,1872
421539,1872
422039,1873
422539,1874
423039,1874
423539,1872
424039,1875
424539,1872
425039,1872
425539,1873
426039,1872
426539,1872
427039,1872
427539,1875
428039,1871
428539,1872
429039,1872
429539,1872
430039,1873
430539,1870
431039,1872
431539,1873
432039,1874
432539,1872
433039,1872
433539,1872
434039,1872
434539,1874
435039,1872
435539,1872
436039,1871
436539,1872
437039,1872
437539,1875
438039,1872
438539,1873
439039,1872
439539,1872
440039,1872
440539,1873
441039,1872
441539,1874
442039,1872
442539,1874
443039,1872
443539,1872
444039,1874
444539,1875
445039,1872
445539,1872
446039,1872
446539,1872
447039,1871
447539,1873
448039,1872
448539,1872
449039,1877
449539,1873
450039,1872
450539,1872
451039,1874
451539,1874
452039,1872
452539,1874
453039,1872
453539,1873
454039,1871
454539,1873
455039,1872
455539,1871
456039,1872
456539,1874
457039,1872
457539,1872
458039,1872
458539,1872
459039,1873
459539,1872
460039,1874
460539,1872
461039,1872
461539,1872
462039,1873
462539,1872
463039,1872
463539,1873
464039,1872
464539,1872
465039,1874
465539,1872
466039,1872
466539,1872
467039,1874
467539,1872
468039,1873
468539,1872
469039,1872
469539,1873
470039,1872
470539,1872
471039,1872
471539,1872
472039,1873
472539,1873
473039,1872
473539,1872
474039,1872
474539,1873
475039,1872
475539,1872
476039,1873
476539,1872
477039,1875
477539,1872
478039,1873
478539,1873
479039,1872
479539,1873
480039,1871
480539,1872
481039,1873
481539,1874
482039,1872
482539,1872
483039,1873
483539,1872
484039,1872
484539,1872
485039,1872
485539,1872
486039,1872
486539,1874
487039,1872
487539,1872
488039,1872
488539,1873
489039,1872
489539,1872
490039,1875
490539,1872
491039,1872
491539,1873
492039,1873
492539,1872
493039,1873
493539,1874
494039,1872
494539,1872
495039,1872
495539,1871
496039,1874
496539,1872
497039,1873
497539,1872
498039,1872
498539,1872
499039,1874
499539,1874
500039,1872
500539,1872
501039,1873
501539,1873
502039,1873
502539,1873
503039,1872
503539,1872
504039,1874
504539,1874
505039,1872
505539,1871
506039,1872
506539,1872
507039,1872
507539,1873
508039,1872
508539,1872
509039,1872
509539,1872
510039,1871
510539,1872
511039,1874
511539,1873
512039,1872
512539,1872
513039,1872
513539,1872
514039,1872
514539,1873
515039,1873
515539,1872
516039,1874
516539,1872
517039,1873
517539,1871
518039,1871
518539,1870
519039,1872
519539,1872
520039,1872
520539,1872
521039,1872
521539,1872
522039,1872
522539,1872
523039,1872
523539,1874
524039,1872
524539,1872
525039,1873
525539,1877
526039,1874
526539,1872
527039,1872
527539,1872
528039,1873
528539,1873
529039,1873
529539,1872
530039,1871
530539,1872
531039,1873
531539,1872
532039,1872
532539,1873
533039,1873
533539,1872
534039,1872
534539,1875
535039,1874
535539,1872
536039,1872
536539,1870
537039,1873
537539,1872
538039,1872
538539,1871
539039,1872
539539,1873
540039,1872
540539,1872
541039,1872
541539,1873
542039,1872
542539,1872
543039,1872
543539,1872
544039,1874
544539,1872
545039,1872
545539,1872
546039,1872
546539,1872
547039,1875
547539,1873
548039,1872
548539,1873
549039,1872
549539,1872
550039,1872
550539,1873
551039,1871
551539,1872
552039,1872
552539,1872
553039,1872
553539,1872
554039,1872
554539,1872
555039,1872
555539,1872
556039,1872
556539,1872
557039,1872
557539,1872
558039,1872
558539,1873
559039,1872
559539,1872
560039,1872
560539,1872
561039,1872
561539,1873
562039,1872
562539,1872
563039,1873
563539,1872
564039,1871
564539,1872
565039,1872
565539,1872
566039,1872
566539,1872
567039,1872
567539,1872
568039,1872
568539,1872
569039,1871
569539,1873
570039,1872
570539,1872
571039,1874
571539,1873
572039,1872
572539,1872
573039,1872
573539,1872
574039,1873
574539,1872
575039,1872
575539,1872
576039,1875
576539,1873
577039,1872
577539,1873
578039,1871
578539,1873
579039,1873
579539,1872
580039,1873
580539,1875
581039,1872
581539,1872
582039,1872
582539,1876
583039,1872
583539,1872
584039,1873
584539,1871
585039,1874
585539,1872
586039,1873
586539,1872
587039,1872
587539,1872
588039,1872
588539,1874
589039,1872
589539,1873
590039,1873
590539,1872
591039,1872
591539,1874
592039,1872
592539,1871
593039,1875
593539,1874
594039,1875
594539,1872
595039,1875
595539,1874
596039,1874
596539,1875
597039,1872
597539,1874
598039,1872
598539,1872
599039,1872
599539,1872
600039,1872
600539,1872
601039,1873
601539,1874
602039,1872
602539,1870
603039,1871
603539,1873
604039,1874
604539,1873
605039,1872
605539,1873
606039,1873
606539,1874
607039,1872
607539,1872
608039,1873
608539,1872
609039,1874
609539,1873
610039,1873
610539,1872
611039,1873
611539,1872
612039,1872
612539,1871
613039,1873
613539,1872
614039,1872
614539,1872
615039,1872
615539,1872
616039,1877
616539,1875
617039,1872
617539,1872
618039,1873
618539,1873
619039,1875
619539,1872
620039,1872
620539,1872
621039,1874
621539,1872
622039,1872
622539,1872
623039,1872
623539,1873
624039,1873
624539,1874
625039,1872
625539,1872
626039,1873
626539,1872
627039,1872
627539,1873
628039,1873
628539,1872
629039,1876
629539,1873
630039,1872
630539,1872
631039,1872
631539,1872
632039,1872
632539,1872
633039,1872
633539,1872
634039,1872
634539,1870
635039,1872
635539,1874
636039,1872
636539,1872
637039,1873
637539,1872
638039,1872
638539,1872
639039,1872
639539,1873
640039,1872
640539,1870
641039,1872
641539,1872
642039,1872
642539,1872
643039,1872
643539,1872
644039,1872
644539,1873
645039,1873
645539,1876
646039,1873
646539,1873
647039,1873
647539,1872
648039,1872
648539,1874
649039,1872
649539,1873
650039,1872
650539,1872
651039,1872
651539,1873
652039,1873
652539,1872
653039,1872
653539,1873
654039,1872
654539,1872
655039,1872
655539,1873
656039,1871
656539,1872
657039,1872
657539,1872
658039,1874
658539,1872
659039,1872
659539,1872
660039,1872
660539,1872
661039,1874
