# sketch,characterise_v2loop
# mode_number,0
# mode_name,0_sept_baseline_deadline_ts_after
# label,A1_sept_baseline
# ---- CHECK THE THREE LINES ABOVE BEFORE YOU KEEP THIS CAPTURE ----
# waiting 600 s for thermal settle - press any key to skip
# warm 0 s
# warm 30 s
# warm 60 s
# warm 90 s
# warm 120 s
# warm 150 s
# warm 180 s
# warm 210 s
# warm 240 s
# warm 270 s
# warm 300 s
# warm 330 s
# warm 360 s
# warm 390 s
# warm 420 s
# warm 450 s
# warm 480 s
# warm 510 s
# warm 540 s
# warm 570 s
# warm 600 s
# ----------------------------------------------------------
# n,16384
# fs_hz_window,1999.8779
# span_s,8.192000
# dt_mean_us,500.0002
# dt_sd_us,3.9999
# dt_min_us,496
# dt_max_us,504
# fs_hz_from_mean,1999.9993
# mean_code,1872.6769
# sd_code,1.1068
# min_code,1868
# max_code,1879
# mean_volts,1.509117
# sd_millivolts,0.8919
# adc,12bit_default_11dB_attenuation
# conv,linear_3.3_over_4095
# ----------------------------------------------------------
t_us,code
40,1872
543,1875
1039,1874
1543,1874
2039,1873
2543,1872
3039,1874
3543,1873
4039,1872
4543,1877
5039,1872
5543,1872
6039,1872
6543,1874
7039,1872
7543,1873
8039,1872
8543,1875
9039,1873
9543,1874
10039,1874
10543,1874
11039,1872
11543,1872
12039,1874
12543,1874
13039,1873
13543,1875
14039,1874
14543,1874
15039,1875
15543,1873
16039,1872
16543,1875
17039,1875
17543,1874
18039,1873
18543,1874
19039,1873
19543,1876
20039,1874
20543,1872
21039,1877
21543,1873
22039,1873
22543,1872
23039,1875
23543,1872
24039,1872
24543,1873
25039,1872
25543,1872
26039,1873
26543,1872
27039,1876
27543,1873
28039,1875
28543,1872
29039,1875
29543,1872
30039,1872
30543,1873
31039,1873
31543,1872
32039,1872
32543,1872
33039,1872
33543,1874
34039,1875
34543,1872
35039,1872
35543,1872
36039,1873
36543,1876
37039,1872
37543,1872
38039,1874
38543,1872
39039,1872
39543,1872
40039,1874
40543,1872
41039,1872
41543,1872
42039,1872
42543,1872
43039,1872
43543,1872
44039,1876
44543,1872
45039,1872
45543,1873
46039,1872
46543,1872
47039,1872
47543,1873
48039,1872
48543,1873
49039,1872
49543,1872
50039,1872
50543,1873
51039,1875
51543,1872
52039,1872
52543,1872
53039,1872
53543,1872
54039,1872
54543,1872
55039,1872
55543,1872
56039,1873
56543,1874
57039,1872
57543,1872
58039,1874
58543,1873
59039,1874
59543,1872
60039,1873
60543,1872
61039,1875
61543,1873
62039,1872
62543,1872
63039,1872
63543,1872
64039,1872
64543,1873
65039,1874
65543,1872
66039,1873
66543,1874
67039,1872
67543,1872
68039,1873
68543,1872
69039,1873
69543,1872
70039,1872
70543,1872
71039,1873
71543,1874
72039,1872
72543,1874
73039,1872
73543,1872
74039,1875
74543,1873
75039,1875
75543,1872
76039,1873
76543,1872
77039,1873
77543,1872
78039,1875
78543,1872
79039,1872
79543,1873
80039,1876
80543,1872
81039,1874
81543,1875
82039,1872
82543,1872
83039,1872
83543,1873
84039,1872
84543,1872
85039,1872
85543,1873
86039,1871
86543,1872
87039,1872
87543,1872
88039,1873
88543,1872
89039,1875
89543,1872
90039,1872
90543,1873
91039,1872
91543,1874
92039,1872
92543,1872
93039,1872
93543,1872
94039,1872
94543,1873
95039,1872
95543,1874
96039,1873
96543,1872
97039,1872
97543,1872
98039,1873
98543,1872
99039,1874
99543,1875
100039,1872
100543,1873
101039,1872
101543,1873
102039,1872
102543,1872
103039,1873
103543,1872
104039,1871
104543,1874
105039,1873
105543,1873
106039,1873
106543,1872
107039,1873
107543,1873
108039,1872
108543,1873
109039,1875
109543,1872
110039,1874
110543,1872
111039,1874
111543,1872
112039,1872
112543,1873
113039,1873
113543,1873
114039,1874
114543,1875
115039,1872
115543,1873
116039,1872
116543,1871
117039,1875
117543,1872
118039,1872
118543,1873
119039,1873
119543,1874
120039,1874
120543,1872
121039,1872
121543,1872
122039,1873
122543,1872
123039,1875
123543,1874
