monotonic_s,ms_local,replay_index,f_target_hz,f_Vb,Va_rms,Vb_rms,Vc_rms,Ib_rms,Ic_rms
228.500,395935,153,49.056000,49.1304,0.8690,0.7646,0.8330,0.5415,0.5833
228.520,395955,153,49.056000,49.0834,0.8707,0.7594,0.8347,0.5426,0.5866
228.540,395975,153,49.056000,48.8938,0.8737,0.7616,0.8390,0.5439,0.5907
228.560,395995,153,49.056000,49.1703,0.8792,0.7623,0.8434,0.5461,0.5955
228.580,396015,153,49.056000,48.8353,0.8846,0.7552,0.8515,0.5470,0.6014
228.600,396035,153,49.056000,49.1195,0.8921,0.7621,0.8595,0.5488,0.6087
228.620,396055,153,49.056000,49.0713,0.8992,0.7653,0.8691,0.5502,0.6162
228.640,396075,153,49.056000,48.8866,0.9076,0.7639,0.8812,0.5507,0.6250
228.660,396095,153,49.056000,49.1715,0.9169,0.7701,0.8882,0.5520,0.6335
228.680,396115,153,49.056000,48.8544,0.9233,0.7648,0.8986,0.5522,0.6421
228.700,396135,153,49.056000,49.1316,0.9336,0.7708,0.9073,0.5512,0.6518
228.720,396155,153,49.056000,49.0846,0.9417,0.7777,0.9190,0.5523,0.6612
228.740,396175,153,49.056000,48.8854,0.9537,0.7732,0.9326,0.5512,0.6689
228.760,396195,153,49.056000,49.1630,0.9658,0.7822,0.9410,0.5501,0.6779
228.780,396215,153,49.056000,49.0268,0.9715,0.7749,0.9526,0.5494,0.6841
228.800,396235,153,49.056000,49.0268,0.9799,0.7741,0.9587,0.5476,0.6905
228.820,396255,153,49.056000,49.1304,0.9839,0.7835,0.9662,0.5469,0.6954
228.840,396275,153,49.056000,49.0677,0.9875,0.7730,0.9726,0.5453,0.6978
228.860,396295,153,49.056000,49.1304,0.9881,0.7837,0.9730,0.5443,0.6984
228.880,396315,153,49.056000,49.0677,0.9881,0.7744,0.9727,0.5433,0.6977
228.900,396335,153,49.056000,48.6689,0.9880,0.7678,0.9721,0.5416,0.6969
228.920,396355,153,49.056000,49.1280,0.9878,0.7798,0.9717,0.5416,0.6959
228.940,396375,153,49.056000,48.8950,0.9883,0.7668,0.9714,0.5414,0.6957
228.960,396395,153,49.056000,49.1654,0.9880,0.7733,0.9712,0.5413,0.6955
228.980,396415,153,49.056000,49.0701,0.9885,0.7656,0.9703,0.5411,0.6952
229.000,396435,154,49.083000,48.8520,0.9882,0.7569,0.9707,0.5418,0.6938
229.020,396455,154,49.083000,49.1678,0.9884,0.7720,0.9702,0.5443,0.6934
229.040,396475,154,49.083000,48.8520,0.9884,0.7576,0.9699,0.5450,0.6933
229.060,396495,154,49.083000,49.1678,0.9882,0.7652,0.9695,0.5462,0.6922
229.080,396515,154,49.083000,49.0701,0.9880,0.7660,0.9689,0.5484,0.6918
229.100,396535,154,49.083000,48.8520,0.9881,0.7540,0.9682,0.5492,0.6914
229.120,396555,154,49.083000,49.1678,0.9878,0.7740,0.9680,0.5509,0.6908
229.140,396575,154,49.083000,48.8520,0.9854,0.7595,0.9661,0.5514,0.6876
229.160,396595,154,49.083000,49.1678,0.9818,0.7699,0.9600,0.5520,0.6820
229.180,396615,154,49.083000,49.0725,0.9755,0.7735,0.9530,0.5532,0.6753
229.200,396635,154,49.083000,48.8436,0.9682,0.7628,0.9423,0.5521,0.6679
229.220,396655,154,49.083000,49.1666,0.9585,0.7805,0.9348,0.5531,0.6598
229.240,396675,154,49.083000,48.8436,0.9520,0.7713,0.9252,0.5520,0.6511
229.260,396695,154,49.083000,49.1666,0.9414,0.7796,0.9156,0.5505,0.6425
229.280,396715,154,49.083000,49.0870,0.9325,0.7801,0.9041,0.5499,0.6343
229.300,396735,154,49.083000,48.6879,0.9217,0.7702,0.8912,0.5471,0.6254
229.320,396755,154,49.083000,49.2999,0.9120,0.7843,0.8825,0.5465,0.6178
229.340,396775,154,49.083000,48.9213,0.9057,0.7750,0.8726,0.5449,0.6101
229.360,396795,154,49.083000,49.0485,0.8983,0.7793,0.8661,0.5435,0.6041
229.380,396815,154,49.083000,49.0485,0.8932,0.7777,0.8580,0.5423,0.5971
229.400,396835,154,49.083000,49.0268,0.8865,0.7674,0.8521,0.5405,0.5928
229.420,396855,154,49.083000,49.1352,0.8807,0.7772,0.8475,0.5399,0.5887
229.440,396875,154,49.083000,49.0785,0.8768,0.7676,0.8404,0.5393,0.5855
229.460,396895,154,49.083000,48.9129,0.8724,0.7707,0.8379,0.5397,0.5837
229.480,396915,154,49.083000,49.1739,0.8705,0.7684,0.8344,0.5402,0.5827
229.500,396935,154,49.083000,48.8579,0.8692,0.7596,0.8336,0.5398,0.5832
229.520,396955,154,49.083000,49.1244,0.8702,0.7640,0.8348,0.5415,0.5845
229.540,396975,154,49.083000,49.0834,0.8721,0.7591,0.8359,0.5426,0.5877
229.560,396995,154,49.083000,48.9069,0.8747,0.7617,0.8404,0.5447,0.5921
229.580,397015,154,49.083000,49.1739,0.8802,0.7618,0.8451,0.5453,0.5966
229.600,397035,154,49.083000,48.8556,0.8857,0.7550,0.8534,0.5474,0.6028
229.620,397055,154,49.083000,49.1099,0.8944,0.7619,0.8609,0.5484,0.6094
229.640,397075,154,49.083000,49.0810,0.9013,0.7648,0.8712,0.5501,0.6183
229.660,397095,154,49.083000,48.9141,0.9096,0.7644,0.8823,0.5506,0.6261
229.680,397115,154,49.083000,49.1690,0.9182,0.7700,0.8893,0.5519,0.6347
229.700,397135,154,49.083000,48.8544,0.9249,0.7653,0.9005,0.5522,0.6438
229.720,397155,154,49.083000,49.1256,0.9353,0.7709,0.9081,0.5514,0.6527
229.740,397175,154,49.083000,49.0785,0.9425,0.7777,0.9203,0.5517,0.6620
229.760,397195,154,49.083000,48.8986,0.9545,0.7736,0.9343,0.5507,0.6701
229.780,397215,154,49.083000,49.1703,0.9668,0.7813,0.9417,0.5502,0.6775
229.800,397235,154,49.083000,49.0292,0.9724,0.7748,0.9533,0.5502,0.6841
229.820,397255,154,49.083000,49.0292,0.9801,0.7737,0.9591,0.5485,0.6902
229.840,397275,154,49.083000,49.1159,0.9837,0.7837,0.9664,0.5470,0.6964
229.860,397295,154,49.083000,49.0798,0.9879,0.7735,0.9730,0.5455,0.6985
229.880,397315,154,49.083000,49.1159,0.9882,0.7834,0.9731,0.5446,0.6980
229.900,397335,154,49.083000,49.0798,0.9884,0.7744,0.9727,0.5434,0.6975
229.920,397355,154,49.083000,48.6926,0.9880,0.7680,0.9716,0.5416,0.6967
229.940,397375,154,49.083000,49.1376,0.9878,0.7799,0.9718,0.5423,0.6959
229.960,397395,154,49.083000,48.9129,0.9882,0.7668,0.9714,0.5410,0.6958
229.980,397415,154,49.083000,49.1678,0.9884,0.7729,0.9710,0.5421,0.6952
230.000,397435,155,49.080000,49.0846,0.9882,0.7665,0.9708,0.5414,0.6950
230.020,397455,155,49.080000,48.8794,0.9881,0.7563,0.9701,0.5422,0.6936
230.040,397475,155,49.080000,49.1654,0.9883,0.7711,0.9699,0.5442,0.6930
230.060,397495,155,49.080000,48.8794,0.9882,0.7575,0.9695,0.5454,0.6924
230.080,397515,155,49.080000,49.1654,0.9880,0.7646,0.9694,0.5468,0.6919
230.100,397535,155,49.080000,49.0870,0.9878,0.7669,0.9685,0.5481,0.6916
230.120,397555,155,49.080000,48.8711,0.9884,0.7541,0.9685,0.5488,0.6917
230.140,397575,155,49.080000,49.1666,0.9881,0.7742,0.9682,0.5508,0.6904
230.160,397595,155,49.080000,48.8711,0.9860,0.7598,0.9661,0.5509,0.6877
230.180,397615,155,49.080000,49.1666,0.9821,0.7691,0.9612,0.5523,0.6820
230.200,397635,155,49.080000,49.0882,0.9766,0.7735,0.9538,0.5530,0.6765
230.220,397655,155,49.080000,48.8759,0.9692,0.7628,0.9431,0.5530,0.6689
230.240,397675,155,49.080000,49.1690,0.9597,0.7801,0.9349,0.5525,0.6610
230.260,397695,155,49.080000,48.8759,0.9532,0.7716,0.9266,0.5520,0.6524
230.280,397715,155,49.080000,49.1690,0.9425,0.7778,0.9170,0.5512,0.6435
230.300,397735,155,49.080000,49.0822,0.9344,0.7804,0.9061,0.5485,0.6354
230.320,397755,155,49.080000,48.7116,0.9231,0.7705,0.8930,0.5479,0.6260
230.340,397775,155,49.080000,49.2902,0.9133,0.7839,0.8843,0.5468,0.6189
230.360,397795,155,49.080000,48.9285,0.9065,0.7756,0.8738,0.5446,0.6117
230.380,397815,155,49.080000,49.0388,0.8989,0.7770,0.8674,0.5437,0.6042
230.400,397835,155,49.080000,49.0388,0.8948,0.7777,0.8596,0.5413,0.5995
230.420,397855,155,49.080000,49.0196,0.8885,0.7673,0.8542,0.5408,0.5941
230.440,397875,155,49.080000,49.1497,0.8824,0.7776,0.8490,0.5404,0.5897
230.460,397895,155,49.080000,49.0725,0.8786,0.7684,0.8426,0.5401,0.5855
230.480,397915,155,49.080000,48.9105,0.8744,0.7678,0.8396,0.5399,0.5846
230.500,397935,155,49.080000,49.1703,0.8725,0.7679,0.8359,0.5398,0.5842
230.520,397955,155,49.080000,48.8663,0.8702,0.7592,0.8350,0.5405,0.5845
230.540,397975,155,49.080000,49.1051,0.8715,0.7637,0.8366,0.5421,0.5867
230.560,397995,155,49.080000,49.0737,0.8732,0.7596,0.8377,0.5419,0.5882
230.580,398015,155,49.080000,48.9273,0.8764,0.7588,0.8419,0.5440,0.5926
230.600,398035,155,49.080000,49.1666,0.8817,0.7618,0.8463,0.5461,0.5973
230.620,398055,155,49.080000,48.8687,0.8865,0.7554,0.8547,0.5481,0.6034
230.640,398075,155,49.080000,49.1014,0.8947,0.7619,0.8618,0.5486,0.6109
230.660,398095,155,49.080000,49.0918,0.9020,0.7648,0.8720,0.5498,0.6189
230.680,398115,155,49.080000,48.9380,0.9102,0.7649,0.8833,0.5509,0.6269
230.700,398135,155,49.080000,49.1715,0.9193,0.7700,0.8904,0.5513,0.6362
230.720,398155,155,49.080000,48.8663,0.9257,0.7654,0.9009,0.5516,0.6443
230.740,398175,155,49.080000,49.1087,0.9366,0.7710,0.9088,0.5520,0.6530
230.760,398195,155,49.080000,49.0761,0.9434,0.7764,0.9209,0.5519,0.6618
230.780,398215,155,49.080000,48.9273,0.9560,0.7739,0.9353,0.5507,0.6706
230.800,398235,155,49.080000,49.1703,0.9642,0.7828,0.9433,0.5504,0.6779
230.820,398255,155,49.080000,49.0653,0.9736,0.7721,0.9502,0.5489,0.6843
230.840,398275,155,49.080000,49.1135,0.9779,0.7781,0.9598,0.5480,0.6903
230.860,398295,155,49.080000,49.1570,0.9844,0.7729,0.9638,0.5469,0.6939
230.880,398315,155,49.080000,49.1135,0.9860,0.7786,0.9702,0.5464,0.6968
230.900,398335,155,49.080000,49.1570,0.9878,0.7734,0.9726,0.5442,0.6979
230.920,398355,155,49.080000,49.1014,0.9878,0.7793,0.9722,0.5438,0.6970
230.940,398375,155,49.080000,49.1521,0.9880,0.7763,0.9717,0.5426,0.6963
230.960,398395,155,49.080000,49.1521,0.9881,0.7691,0.9715,0.5418,0.6961
230.980,398415,155,49.080000,49.1969,0.9878,0.7755,0.9711,0.5419,0.6955
231.000,398435,156,49.060000,49.0918,0.9880,0.7653,0.9712,0.5411,0.6952
231.020,398455,156,49.060000,49.2017,0.9874,0.7745,0.9702,0.5418,0.6940
231.040,398475,156,49.060000,49.2187,0.9877,0.7630,0.9699,0.5413,0.6938
231.060,398495,156,49.060000,49.0497,0.9880,0.7708,0.9697,0.5423,0.6931
231.080,398515,156,49.060000,49.2344,0.9880,0.7599,0.9692,0.5436,0.6922
231.100,398535,156,49.060000,49.0497,0.9878,0.7642,0.9694,0.5442,0.6922
231.120,398555,156,49.060000,49.1171,0.9883,0.7616,0.9686,0.5459,0.6910
231.140,398575,156,49.060000,49.1896,0.9877,0.7615,0.9684,0.5471,0.6914
231.160,398595,156,49.060000,49.1364,0.9877,0.7702,0.9682,0.5475,0.6904
231.180,398615,156,49.060000,49.1413,0.9881,0.7579,0.9678,0.5491,0.6892
231.200,398635,156,49.060000,49.1799,0.9875,0.7737,0.9675,0.5496,0.6891
231.220,398655,156,49.060000,49.1630,0.9863,0.7566,0.9653,0.5491,0.6871
231.240,398675,156,49.060000,49.1449,0.9825,0.7713,0.9628,0.5509,0.6823
231.260,398695,156,49.060000,49.2065,0.9790,0.7623,0.9538,0.5517,0.6764
231.280,398715,156,49.060000,49.0629,0.9710,0.7745,0.9472,0.5527,0.6703
231.300,398735,156,49.060000,49.2587,0.9641,0.7754,0.9390,0.5520,0.6630
231.320,398755,156,49.060000,49.1715,0.9581,0.7746,0.9303,0.5515,0.6557
231.340,398775,156,49.060000,49.0581,0.9489,0.7778,0.9229,0.5503,0.6479
231.360,398795,156,49.060000,49.1739,0.9417,0.7705,0.9129,0.5495,0.6408
231.380,398815,156,49.060000,49.1304,0.9328,0.7802,0.9049,0.5497,0.6329
231.400,398835,156,49.060000,49.1642,0.9224,0.7701,0.8920,0.5471,0.6257
231.420,398855,156,49.060000,49.1932,0.9147,0.7835,0.8847,0.5462,0.6186
231.440,398875,156,49.060000,49.1618,0.9064,0.7768,0.8762,0.5450,0.6114
231.460,398895,156,49.060000,49.1400,0.9017,0.7759,0.8672,0.5437,0.6053
231.480,398915,156,49.060000,49.1400,0.8941,0.7765,0.8621,0.5429,0.6000
231.500,398935,156,49.060000,49.1400,0.8909,0.7708,0.8555,0.5404,0.5955
231.520,398955,156,49.060000,49.0581,0.8864,0.7759,0.8528,0.5411,0.5922
231.540,398975,156,49.060000,49.2332,0.8809,0.7693,0.8453,0.5410,0.5883
231.560,398995,156,49.060000,49.0822,0.8767,0.7738,0.8419,0.5396,0.5859
231.580,399015,156,49.060000,49.0822,0.8733,0.7633,0.8388,0.5397,0.5841
231.600,399035,156,49.060000,49.0822,0.8715,0.7672,0.8353,0.5410,0.5833
231.620,399055,156,49.060000,49.0773,0.8698,0.7604,0.8354,0.5410,0.5840
231.640,399075,156,49.060000,49.1884,0.8707,0.7639,0.8343,0.5413,0.5858
231.660,399095,156,49.060000,49.1376,0.8720,0.7655,0.8370,0.5420,0.5880
231.680,399115,156,49.060000,49.1376,0.8750,0.7605,0.8392,0.5431,0.5909
231.700,399135,156,49.060000,49.1884,0.8785,0.7602,0.8450,0.5444,0.5955
231.720,399155,156,49.060000,49.1715,0.8816,0.7597,0.8494,0.5457,0.6004
231.740,399175,156,49.060000,49.1570,0.8890,0.7603,0.8560,0.5466,0.6055
231.760,399195,156,49.060000,49.1872,0.8945,0.7565,0.8652,0.5482,0.6124
231.780,399215,156,49.060000,49.1872,0.9041,0.7687,0.8720,0.5495,0.6201
231.800,399235,156,49.060000,49.0894,0.9096,0.7674,0.8830,0.5501,0.6276
231.820,399255,156,49.060000,49.2672,0.9188,0.7712,0.8896,0.5506,0.6347
231.840,399275,156,49.060000,49.0737,0.9242,0.7662,0.9001,0.5506,0.6431
231.860,399295,156,49.060000,49.1582,0.9305,0.7693,0.9074,0.5512,0.6500
231.880,399315,156,49.060000,49.1533,0.9418,0.7713,0.9194,0.5508,0.6590
231.900,399335,156,49.060000,49.1364,0.9487,0.7745,0.9283,0.5507,0.6668
231.920,399355,156,49.060000,49.1751,0.9609,0.7748,0.9355,0.5498,0.6744
231.940,399375,156,49.060000,49.1533,0.9680,0.7781,0.9490,0.5485,0.6815
231.960,399395,156,49.060000,49.1328,0.9770,0.7777,0.9544,0.5484,0.6871
231.980,399415,156,49.060000,49.1328,0.9806,0.7731,0.9613,0.5471,0.6921
232.000,399435,157,49.055000,49.1328,0.9841,0.7785,0.9669,0.5467,0.6961
232.020,399455,157,49.055000,49.0581,0.9878,0.7727,0.9720,0.5450,0.6985
232.040,399475,157,49.055000,49.0581,0.9879,0.7812,0.9730,0.5448,0.6976
232.060,399495,157,49.055000,49.0581,0.9879,0.7709,0.9724,0.5427,0.6971
232.080,399515,157,49.055000,48.8782,0.9879,0.7788,0.9717,0.5421,0.6967
232.100,399535,157,49.055000,49.2975,0.9877,0.7688,0.9718,0.5421,0.6966
232.120,399555,157,49.055000,49.0340,0.9875,0.7709,0.9714,0.5408,0.6960
232.140,399575,157,49.055000,49.0798,0.9876,0.7656,0.9709,0.5412,0.6948
232.160,399595,157,49.055000,49.1727,0.9876,0.7668,0.9705,0.5415,0.6945
232.180,399615,157,49.055000,49.1461,0.9875,0.7726,0.9701,0.5428,0.6934
232.200,399635,157,49.055000,49.1654,0.9879,0.7599,0.9701,0.5425,0.6931
232.220,399655,157,49.055000,49.1799,0.9879,0.7714,0.9694,0.5438,0.6925
232.240,399675,157,49.055000,49.1642,0.9878,0.7545,0.9690,0.5443,0.6920
232.260,399695,157,49.055000,49.1497,0.9879,0.7662,0.9686,0.5458,0.6916
232.280,399715,157,49.055000,49.2029,0.9879,0.7580,0.9686,0.5472,0.6905
232.300,399735,157,49.055000,49.0461,0.9878,0.7674,0.9682,0.5481,0.6905
232.320,399755,157,49.055000,49.2684,0.9879,0.7672,0.9679,0.5493,0.6901
232.340,399775,157,49.055000,49.1606,0.9868,0.7641,0.9670,0.5498,0.6883
232.360,399795,157,49.055000,49.0629,0.9845,0.7714,0.9638,0.5509,0.6850
232.380,399815,157,49.055000,49.1799,0.9805,0.7595,0.9576,0.5517,0.6787
232.400,399835,157,49.055000,49.1268,0.9735,0.7753,0.9507,0.5522,0.6728
232.420,399855,157,49.055000,49.1618,0.9672,0.7631,0.9407,0.5511,0.6660
232.440,399875,157,49.055000,49.1618,0.9584,0.7798,0.9341,0.5511,0.6589
232.460,399895,157,49.055000,49.1352,0.9519,0.7723,0.9255,0.5504,0.6518
232.480,399915,157,49.055000,49.1244,0.9453,0.7761,0.9173,0.5498,0.6437
232.500,399935,157,49.055000,49.1352,0.9342,0.7748,0.9065,0.5497,0.6360
232.520,399955,157,49.055000,49.1328,0.9257,0.7760,0.8959,0.5479,0.6286
232.540,399975,157,49.055000,49.0605,0.9166,0.7809,0.8878,0.5464,0.6210
232.560,399995,157,49.055000,49.3486,0.9094,0.7731,0.8759,0.5454,0.6134
232.580,400015,157,49.055000,49.1207,0.9013,0.7814,0.8698,0.5437,0.6067
232.600,400035,157,49.055000,49.2805,0.8956,0.7707,0.8627,0.5432,0.6015
232.620,400055,157,49.055000,49.1207,0.8909,0.7750,0.8555,0.5420,0.5961
232.640,400075,157,49.055000,49.1135,0.8848,0.7701,0.8517,0.5409,0.5912
232.660,400095,157,49.055000,49.2684,0.8815,0.7722,0.8455,0.5403,0.5879
232.680,400115,157,49.055000,49.1328,0.8762,0.7750,0.8420,0.5392,0.5854
232.700,400135,157,49.055000,49.1328,0.8728,0.7698,0.8362,0.5396,0.5827
232.720,400155,157,49.055000,49.1751,0.8705,0.7707,0.8353,0.5402,0.5812
232.740,400175,157,49.055000,49.1461,0.8689,0.7620,0.8339,0.5397,0.5815
232.760,400195,157,49.055000,49.1352,0.8686,0.7638,0.8328,0.5415,0.5823
232.780,400215,157,49.055000,49.1703,0.8682,0.7571,0.8340,0.5418,0.5846
232.800,400235,157,49.055000,49.1666,0.8714,0.7643,0.8351,0.5431,0.5876
232.820,400255,157,49.055000,49.0593,0.8738,0.7565,0.8400,0.5446,0.5916
232.840,400275,157,49.055000,49.1787,0.8788,0.7620,0.8465,0.5458,0.5967
232.860,400295,157,49.055000,49.1051,0.8873,0.7649,0.8522,0.5475,0.6027
232.880,400315,157,49.055000,49.1051,0.8925,0.7550,0.8626,0.5480,0.6107
232.900,400335,157,49.055000,49.1051,0.9027,0.7669,0.8701,0.5501,0.6191
232.920,400355,157,49.055000,49.0509,0.9091,0.7643,0.8822,0.5508,0.6273
232.940,400375,157,49.055000,49.1400,0.9176,0.7670,0.8932,0.5512,0.6354
232.960,400395,157,49.055000,49.1159,0.9273,0.7745,0.8995,0.5521,0.6445
232.980,400415,157,49.055000,49.1159,0.9343,0.7670,0.9123,0.5515,0.6542
233.000,400435,158,49.107000,49.1159,0.9461,0.7744,0.9199,0.5515,0.6630
233.020,400455,158,49.107000,49.0617,0.9537,0.7767,0.9332,0.5520,0.6714
233.040,400475,158,49.107000,49.1099,0.9658,0.7741,0.9444,0.5501,0.6784
233.060,400495,158,49.107000,49.1328,0.9749,0.7846,0.9538,0.5490,0.6862
233.080,400515,158,49.107000,49.0581,0.9803,0.7741,0.9629,0.5477,0.6916
233.100,400535,158,49.107000,49.1328,0.9852,0.7753,0.9664,0.5469,0.6968
233.120,400555,158,49.107000,49.0052,0.9874,0.7795,0.9730,0.5454,0.6989
233.140,400575,158,49.107000,49.0725,0.9878,0.7720,0.9730,0.5433,0.6989
233.160,400595,158,49.107000,49.1400,0.9877,0.7822,0.9729,0.5425,0.6978
233.180,400615,158,49.107000,49.0725,0.9882,0.7703,0.9718,0.5418,0.6971
233.200,400635,158,49.107000,49.1666,0.9882,0.7681,0.9716,0.5416,0.6964
233.220,400655,158,49.107000,49.0593,0.9878,0.7733,0.9715,0.5412,0.6966
233.240,400675,158,49.107000,49.0376,0.9883,0.7623,0.9708,0.5415,0.6950
233.260,400695,158,49.107000,49.1304,0.9885,0.7721,0.9711,0.5429,0.6946
233.280,400715,158,49.107000,49.0292,0.9876,0.7635,0.9702,0.5430,0.6935
233.300,400735,158,49.107000,49.1304,0.9879,0.7576,0.9702,0.5451,0.6940
233.320,400755,158,49.107000,49.0400,0.9880,0.7700,0.9698,0.5458,0.6933
233.340,400775,158,49.107000,49.0268,0.9880,0.7542,0.9694,0.5466,0.6928
233.360,400795,158,49.107000,49.1485,0.9883,0.7682,0.9690,0.5478,0.6919
233.380,400815,158,49.107000,49.0497,0.9883,0.7650,0.9689,0.5491,0.6912
233.400,400835,158,49.107000,49.1449,0.9870,0.7576,0.9676,0.5516,0.6889
233.420,400855,158,49.107000,49.0677,0.9836,0.7733,0.9641,0.5516,0.6845
233.440,400875,158,49.107000,49.0449,0.9789,0.7598,0.9567,0.5520,0.6792
233.460,400895,158,49.107000,49.1485,0.9712,0.7749,0.9477,0.5526,0.6716
233.480,400915,158,49.107000,49.0449,0.9644,0.7737,0.9391,0.5524,0.6638
233.500,400935,158,49.107000,49.1473,0.9552,0.7672,0.9282,0.5525,0.6554
233.520,400955,158,49.107000,49.0713,0.9455,0.7819,0.9210,0.5519,0.6462
233.540,400975,158,49.107000,49.0424,0.9368,0.7713,0.9083,0.5508,0.6374
233.560,400995,158,49.107000,49.1364,0.9260,0.7820,0.8990,0.5496,0.6293
233.580,401015,158,49.107000,49.0773,0.9174,0.7790,0.8861,0.5475,0.6204
233.600,401035,158,49.107000,49.1739,0.9070,0.7712,0.8755,0.5468,0.6131
233.620,401055,158,49.107000,49.1135,0.8993,0.7834,0.8670,0.5446,0.6056
233.640,401075,158,49.107000,49.0605,0.8930,0.7722,0.8587,0.5436,0.5992
233.660,401095,158,49.107000,49.1400,0.8870,0.7792,0.8542,0.5424,0.5932
233.680,401115,158,49.107000,48.7971,0.8824,0.7748,0.8468,0.5407,0.5881
233.700,401135,158,49.107000,49.1400,0.8758,0.7663,0.8409,0.5400,0.5845
233.720,401155,158,49.107000,49.0725,0.8727,0.7750,0.8373,0.5396,0.5819
233.740,401175,158,49.107000,48.9010,0.8693,0.7630,0.8335,0.5403,0.5797
233.760,401195,158,49.107000,49.1280,0.8670,0.7696,0.8312,0.5395,0.5797
233.780,401215,158,49.107000,49.1087,0.8667,0.7654,0.8297,0.5403,0.5797
233.800,401235,158,49.107000,49.1087,0.8664,0.7553,0.8312,0.5418,0.5823
233.820,401255,158,49.107000,49.1087,0.8692,0.7639,0.8334,0.5433,0.5859
233.840,401275,158,49.107000,49.0593,0.8719,0.7572,0.8380,0.5449,0.5897
233.860,401295,158,49.107000,49.1111,0.8774,0.7622,0.8438,0.5457,0.5949
233.880,401315,158,49.107000,49.1014,0.8848,0.7647,0.8503,0.5470,0.6013
233.900,401335,158,49.107000,49.1014,0.8905,0.7545,0.8598,0.5487,0.6086
233.920,401355,158,49.107000,49.1014,0.9007,0.7664,0.8682,0.5502,0.6169
233.940,401375,158,49.107000,49.0509,0.9074,0.7651,0.8802,0.5511,0.6248
233.960,401395,158,49.107000,49.1280,0.9160,0.7663,0.8904,0.5506,0.6332
233.980,401415,158,49.107000,49.1026,0.9261,0.7745,0.8981,0.5521,0.6435
234.000,401435,159,49.057000,49.1026,0.9327,0.7664,0.9105,0.5514,0.6528
234.020,401455,159,49.057000,49.1026,0.9440,0.7744,0.9182,0.5518,0.6612
234.040,401475,159,49.057000,49.0629,0.9522,0.7766,0.9311,0.5512,0.6701
234.060,401495,159,49.057000,49.1256,0.9643,0.7746,0.9423,0.5504,0.6779
234.080,401515,159,49.057000,49.1304,0.9726,0.7842,0.9518,0.5492,0.6850
234.100,401535,159,49.057000,49.0725,0.9792,0.7744,0.9615,0.5472,0.6916
234.120,401555,159,49.057000,49.1304,0.9841,0.7751,0.9658,0.5464,0.6960
234.140,401575,159,49.057000,48.9788,0.9870,0.7798,0.9726,0.5456,0.6983
234.160,401595,159,49.057000,49.0725,0.9880,0.7726,0.9736,0.5439,0.6990
234.180,401615,159,49.057000,49.1183,0.9884,0.7824,0.9730,0.5429,0.6987
234.200,401635,159,49.057000,49.0725,0.9881,0.7704,0.9725,0.5422,0.6973
234.220,401655,159,49.057000,49.1594,0.9877,0.7672,0.9723,0.5417,0.6966
234.240,401675,159,49.057000,49.0436,0.9883,0.7734,0.9714,0.5413,0.6961
234.260,401695,159,49.057000,49.0220,0.9882,0.7624,0.9715,0.5412,0.6955
234.280,401715,159,49.057000,49.1582,0.9878,0.7718,0.9707,0.5416,0.6948
234.300,401735,159,49.057000,49.0328,0.9883,0.7634,0.9703,0.5428,0.6942
234.320,401755,159,49.057000,49.1582,0.9879,0.7566,0.9701,0.5440,0.6944
234.340,401775,159,49.057000,49.0689,0.9878,0.7699,0.9700,0.5449,0.6929
234.360,401795,159,49.057000,49.0256,0.9883,0.7551,0.9691,0.5470,0.6922
234.380,401815,159,49.057000,49.1606,0.9881,0.7677,0.9690,0.5484,0.6928
234.400,401835,159,49.057000,49.0220,0.9881,0.7647,0.9687,0.5491,0.6913
234.420,401855,159,49.057000,49.1606,0.9868,0.7574,0.9671,0.5506,0.6896
234.440,401875,159,49.057000,49.0641,0.9835,0.7735,0.9635,0.5514,0.6849
234.460,401895,159,49.057000,49.0256,0.9782,0.7607,0.9557,0.5526,0.6783
234.480,401915,159,49.057000,49.1521,0.9702,0.7747,0.9469,0.5531,0.6709
234.500,401935,159,49.057000,49.0304,0.9632,0.7738,0.9384,0.5523,0.6630
234.520,401955,159,49.057000,49.1521,0.9551,0.7668,0.9285,0.5522,0.6555
234.540,401975,159,49.057000,49.0677,0.9444,0.7812,0.9192,0.5515,0.6468
234.560,401995,159,49.057000,49.0352,0.9358,0.7713,0.9074,0.5502,0.6372
234.580,402015,159,49.057000,49.1485,0.9248,0.7819,0.8975,0.5493,0.6283
234.600,402035,159,49.057000,49.0773,0.9162,0.7795,0.8851,0.5475,0.6206
234.620,402055,159,49.057000,49.1618,0.9055,0.7712,0.8743,0.5460,0.6132
234.640,402075,159,49.057000,49.1280,0.8980,0.7832,0.8665,0.5451,0.6041
234.660,402095,159,49.057000,49.0822,0.8921,0.7720,0.8586,0.5435,0.5985
234.680,402115,159,49.057000,49.1739,0.8866,0.7789,0.8531,0.5418,0.5926
234.700,402135,159,49.057000,48.8234,0.8814,0.7744,0.8457,0.5407,0.5872
234.720,402155,159,49.057000,49.1739,0.8746,0.7659,0.8393,0.5398,0.5835
234.740,402175,159,49.057000,49.0822,0.8716,0.7748,0.8359,0.5397,0.5809
234.760,402195,159,49.057000,48.9141,0.8681,0.7635,0.8321,0.5397,0.5791
234.780,402215,159,49.057000,49.1111,0.8657,0.7690,0.8304,0.5400,0.5789
234.800,402235,159,49.057000,49.1111,0.8655,0.7648,0.8281,0.5406,0.5800
