monotonic_s,ms_local,replay_index,f_target_hz,f_Vb,Va_rms,Vb_rms,Vc_rms,Ib_rms,Ic_rms
0.000,167435,,,49.9963,0.9883,0.7680,0.9596,0.5414,0.6775
0.020,167455,,,49.9987,0.9882,0.7685,0.9594,0.5412,0.6778
0.040,167475,,,49.9963,0.9883,0.7687,0.9596,0.5414,0.6775
0.060,167495,,,49.9925,0.9879,0.7681,0.9597,0.5416,0.6773
0.080,167515,,,49.9987,0.9882,0.7689,0.9595,0.5417,0.6778
0.100,167535,,,50.0013,0.9884,0.7685,0.9593,0.5410,0.6778
0.120,167555,,,50.0013,0.9882,0.7683,0.9591,0.5416,0.6775
0.140,167575,,,50.0037,0.9881,0.7685,0.9601,0.5418,0.6775
0.160,167595,,,50.0050,0.9884,0.7687,0.9601,0.5417,0.6771
0.180,167615,,,50.0000,0.9883,0.7687,0.9597,0.5418,0.6773
0.200,167635,,,49.9963,0.9879,0.7687,0.9597,0.5413,0.6775
0.220,167655,,,50.0000,0.9886,0.7685,0.9598,0.5419,0.6779
0.240,167675,,,49.9913,0.9886,0.7683,0.9597,0.5413,0.6773
0.260,167695,,,50.0037,0.9887,0.7680,0.9599,0.5411,0.6786
0.280,167715,,,50.0025,0.9878,0.7691,0.9595,0.5413,0.6777
0.300,167735,,,49.9963,0.9884,0.7682,0.9597,0.5409,0.6776
0.320,167755,,,50.0050,0.9880,0.7688,0.9594,0.5406,0.6770
0.340,167775,,,49.9987,0.9882,0.7684,0.9597,0.5413,0.6776
0.360,167795,,,49.9987,0.9883,0.7679,0.9596,0.5418,0.6773
0.380,167815,,,49.9950,0.9885,0.7687,0.9597,0.5409,0.6775
0.400,167835,,,49.9950,0.9884,0.7690,0.9592,0.5415,0.6775
0.420,167855,,,49.9975,0.9884,0.7686,0.9597,0.5417,0.6776
0.440,167875,,,50.0000,0.9880,0.7693,0.9592,0.5416,0.6775
0.460,167895,,,50.0050,0.9882,0.7685,0.9600,0.5410,0.6777
0.480,167915,,,50.0025,0.9884,0.7685,0.9595,0.5418,0.6775
0.500,167935,,,50.0050,0.9883,0.7682,0.9601,0.5416,0.6770
0.520,167955,,,50.0000,0.9885,0.7686,0.9603,0.5408,0.6767
0.540,167975,,,49.9987,0.9885,0.7681,0.9601,0.5406,0.6778
0.560,167995,,,49.9950,0.9879,0.7689,0.9595,0.5414,0.6773
0.580,168015,,,49.9987,0.9880,0.7688,0.9596,0.5408,0.6776
0.600,168035,,,49.9963,0.9883,0.7688,0.9597,0.5404,0.6773
0.620,168055,,,49.9987,0.9880,0.7688,0.9596,0.5416,0.6778
0.640,168075,,,50.0013,0.9877,0.7682,0.9595,0.5413,0.6766
0.660,168095,,,50.0000,0.9885,0.7685,0.9598,0.5411,0.6776
0.680,168115,,,50.0000,0.9880,0.7687,0.9597,0.5410,0.6774
0.700,168135,,,50.0000,0.9886,0.7680,0.9593,0.5418,0.6771
0.720,168155,,,49.9963,0.9884,0.7689,0.9594,0.5408,0.6774
0.740,168175,,,49.9950,0.9880,0.7684,0.9596,0.5419,0.6774
0.760,168195,,,49.9963,0.9885,0.7687,0.9594,0.5412,0.6774
0.780,168215,,,49.9987,0.9885,0.7688,0.9596,0.5418,0.6775
0.800,168235,,,49.9987,0.9883,0.7681,0.9602,0.5418,0.6777
0.820,168255,,,50.0013,0.9883,0.7687,0.9594,0.5411,0.6773
0.840,168275,,,49.9987,0.9884,0.7687,0.9597,0.5412,0.6772
0.860,168295,,,49.9987,0.9883,0.7689,0.9596,0.5412,0.6776
0.880,168315,,,50.0000,0.9883,0.7688,0.9596,0.5414,0.6776
0.900,168335,,,50.0000,0.9883,0.7687,0.9600,0.5413,0.6777
0.920,168355,,,50.0000,0.9885,0.7688,0.9596,0.5412,0.6774
0.940,168375,,,50.0013,0.9883,0.7688,0.9601,0.5415,0.6772
0.960,168395,,,49.9975,0.9879,0.7683,0.9596,0.5413,0.6774
0.980,168415,,,50.0025,0.9885,0.7684,0.9599,0.5411,0.6771
1.000,168435,,,50.0025,0.9882,0.7685,0.9598,0.5414,0.6780
1.020,168455,,,50.0037,0.9887,0.7686,0.9597,0.5414,0.6777
1.040,168475,,,50.0013,0.9883,0.7687,0.9594,0.5410,0.6780
1.060,168495,,,49.9938,0.9883,0.7684,0.9599,0.5412,0.6773
1.080,168515,,,49.9913,0.9882,0.7682,0.9597,0.5417,0.6775
1.100,168535,,,49.9987,0.9881,0.7687,0.9594,0.5407,0.6771
1.120,168555,,,50.0063,0.9884,0.7687,0.9592,0.5415,0.6772
1.140,168575,,,50.0063,0.9879,0.7688,0.9595,0.5412,0.6769
1.160,168595,,,50.0063,0.9883,0.7683,0.9599,0.5407,0.6778
1.180,168615,,,49.9987,0.9885,0.7683,0.9602,0.5409,0.6784
1.200,168635,,,50.0037,0.9884,0.7686,0.9592,0.5412,0.6776
1.220,168655,,,50.0025,0.9885,0.7687,0.9592,0.5412,0.6775
1.240,168675,,,50.0013,0.9887,0.7688,0.9596,0.5414,0.6779
1.260,168695,,,50.0025,0.9883,0.7683,0.9599,0.5407,0.6771
1.280,168715,,,50.0000,0.9887,0.7687,0.9596,0.5406,0.6775
1.300,168735,,,50.0000,0.9882,0.7689,0.9599,0.5410,0.6778
1.320,168755,,,50.0000,0.9879,0.7688,0.9593,0.5412,0.6772
1.340,168775,,,50.0000,0.9883,0.7688,0.9596,0.5415,0.6775
1.360,168795,,,50.0000,0.9886,0.7688,0.9595,0.5411,0.6774
1.380,168815,,,49.9963,0.9886,0.7686,0.9596,0.5412,0.6775
1.400,168835,,,50.0025,0.9887,0.7688,0.9595,0.5415,0.6769
1.420,168855,,,50.0000,0.9881,0.7686,0.9597,0.5408,0.6776
1.440,168875,,,50.0000,0.9884,0.7686,0.9596,0.5412,0.6772
1.460,168895,,,50.0000,0.9882,0.7687,0.9595,0.5407,0.6774
1.480,168915,,,50.0000,0.9881,0.7681,0.9598,0.5410,0.6777
1.500,168935,,,50.0000,0.9885,0.7686,0.9596,0.5414,0.6773
1.520,168955,,,50.0013,0.9886,0.7686,0.9594,0.5412,0.6778
1.540,168975,,,50.0000,0.9883,0.7684,0.9596,0.5419,0.6776
1.560,168995,,,50.0000,0.9883,0.7684,0.9593,0.5417,0.6774
1.580,169015,,,50.0000,0.9883,0.7683,0.9598,0.5412,0.6770
1.600,169035,,,49.9975,0.9881,0.7684,0.9594,0.5414,0.6775
1.620,169055,,,49.9938,0.9887,0.7684,0.9594,0.5419,0.6770
1.640,169075,,,50.0013,0.9882,0.7684,0.9597,0.5413,0.6768
1.660,169095,,,49.9975,0.9882,0.7689,0.9594,0.5416,0.6771
1.680,169115,,,50.0013,0.9886,0.7687,0.9596,0.5418,0.6776
1.700,169135,,,49.9987,0.9883,0.7689,0.9598,0.5407,0.6773
1.720,169155,,,49.9975,0.9882,0.7685,0.9595,0.5401,0.6771
1.740,169175,,,50.0013,0.9883,0.7681,0.9598,0.5409,0.6772
1.760,169195,,,50.0000,0.9882,0.7689,0.9595,0.5414,0.6769
1.780,169215,,,50.0000,0.9882,0.7685,0.9596,0.5403,0.6778
1.800,169235,,,50.0025,0.9881,0.7689,0.9596,0.5417,0.6778
1.820,169255,,,49.9950,0.9883,0.7689,0.9592,0.5418,0.6777
1.840,169275,,,50.0050,0.9885,0.7687,0.9598,0.5410,0.6776
1.860,169295,,,50.0025,0.9883,0.7688,0.9595,0.5412,0.6784
1.880,169315,,,50.0000,0.9882,0.7685,0.9600,0.5409,0.6773
1.900,169335,,,50.0000,0.9885,0.7690,0.9595,0.5414,0.6775
1.920,169355,,,50.0000,0.9884,0.7685,0.9596,0.5408,0.6774
1.940,169375,,,50.0000,0.9888,0.7687,0.9594,0.5413,0.6771
1.960,169395,,,50.0000,0.9885,0.7687,0.9595,0.5419,0.6777
1.980,169415,,,50.0013,0.9878,0.7691,0.9597,0.5419,0.6772
2.000,169435,,,50.0025,0.9881,0.7689,0.9597,0.5414,0.6777
2.020,169455,,,50.0025,0.9883,0.7688,0.9596,0.5414,0.6778
2.040,169475,,,50.0013,0.9884,0.7685,0.9596,0.5412,0.6771
2.060,169495,,,50.0025,0.9886,0.7685,0.9595,0.5408,0.6782
2.080,169515,,,49.9975,0.9883,0.7689,0.9594,0.5415,0.6776
2.100,169535,,,49.9975,0.9885,0.7687,0.9593,0.5411,0.6777
2.120,169555,,,50.0025,0.9887,0.7687,0.9595,0.5408,0.6773
2.140,169575,,,49.9975,0.9884,0.7686,0.9589,0.5417,0.6772
2.160,169595,,,50.0025,0.9884,0.7689,0.9595,0.5417,0.6778
2.180,169615,,,50.0025,0.9884,0.7687,0.9594,0.5412,0.6774
2.200,169635,,,49.9987,0.9883,0.7685,0.9593,0.5410,0.6774
2.220,169655,,,49.9987,0.9885,0.7690,0.9596,0.5416,0.6778
2.240,169675,,,50.0025,0.9883,0.7687,0.9594,0.5412,0.6779
2.260,169695,,,50.0050,0.9883,0.7684,0.9596,0.5418,0.6772
2.280,169715,,,50.0025,0.9880,0.7688,0.9593,0.5419,0.6771
2.300,169735,,,50.0013,0.9884,0.7689,0.9598,0.5413,0.6777
2.320,169755,,,49.9987,0.9887,0.7689,0.9595,0.5414,0.6772
2.340,169775,,,50.0000,0.9891,0.7682,0.9595,0.5407,0.6774
2.360,169795,,,50.0013,0.9884,0.7690,0.9597,0.5408,0.6778
2.380,169815,,,50.0000,0.9883,0.7687,0.9594,0.5414,0.6774
2.400,169835,,,49.9987,0.9885,0.7682,0.9595,0.5415,0.6772
2.420,169855,,,49.9987,0.9886,0.7690,0.9595,0.5418,0.6775
2.440,169875,,,49.9987,0.9885,0.7689,0.9595,0.5418,0.6772
2.460,169895,,,49.9975,0.9881,0.7688,0.9595,0.5412,0.6775
2.480,169915,,,50.0013,0.9883,0.7685,0.9597,0.5416,0.6770
2.500,169935,,,50.0000,0.9883,0.7686,0.9598,0.5414,0.6774
2.520,169955,,,50.0000,0.9886,0.7685,0.9599,0.5413,0.6778
2.540,169975,,,50.0000,0.9884,0.7683,0.9598,0.5411,0.6775
2.560,169995,,,50.0000,0.9885,0.7689,0.9598,0.5414,0.6775
2.580,170015,,,49.9987,0.9881,0.7690,0.9594,0.5415,0.6777
2.600,170035,,,49.9987,0.9879,0.7692,0.9594,0.5414,0.6774
2.620,170055,,,49.9963,0.9881,0.7688,0.9597,0.5409,0.6771
2.640,170075,,,49.9987,0.9882,0.7690,0.9598,0.5417,0.6777
2.660,170095,,,50.0000,0.9882,0.7686,0.9595,0.5407,0.6777
2.680,170115,,,50.0000,0.9879,0.7682,0.9593,0.5410,0.6774
2.700,170135,,,49.9987,0.9881,0.7690,0.9593,0.5418,0.6771
2.720,170155,,,49.9975,0.9877,0.7688,0.9594,0.5416,0.6775
2.740,170175,,,49.9975,0.9885,0.7689,0.9594,0.5415,0.6773
2.760,170195,,,49.9975,0.9885,0.7686,0.9593,0.5411,0.6777
2.780,170215,,,50.0013,0.9881,0.7688,0.9593,0.5416,0.6779
2.800,170235,,,50.0013,0.9882,0.7683,0.9595,0.5410,0.6782
2.820,170255,,,50.0000,0.9888,0.7684,0.9596,0.5413,0.6773
2.840,170275,,,50.0000,0.9884,0.7688,0.9598,0.5417,0.6770
2.860,170295,,,50.0000,0.9884,0.7685,0.9599,0.5412,0.6777
2.880,170315,,,49.9987,0.9880,0.7690,0.9595,0.5409,0.6775
2.900,170335,,,50.0037,0.9884,0.7693,0.9594,0.5416,0.6778
2.920,170355,,,50.0013,0.9881,0.7691,0.9596,0.5418,0.6777
2.940,170375,,,50.0013,0.9884,0.7687,0.9599,0.5413,0.6771
2.960,170395,,,49.9987,0.9884,0.7690,0.9593,0.5411,0.6775
2.980,170415,,,49.9975,0.9884,0.7684,0.9596,0.5415,0.6768
3.000,170435,,,50.0013,0.9885,0.7681,0.9597,0.5411,0.6775
3.020,170455,,,49.9975,0.9881,0.7687,0.9596,0.5410,0.6779
3.040,170475,,,50.0013,0.9884,0.7684,0.9598,0.5413,0.6778
3.060,170495,,,49.9987,0.9882,0.7686,0.9595,0.5408,0.6774
3.080,170515,,,50.0000,0.9886,0.7684,0.9600,0.5410,0.6781
3.100,170535,,,50.0000,0.9881,0.7681,0.9593,0.5419,0.6773
3.120,170555,,,49.9987,0.9881,0.7688,0.9598,0.5417,0.6771
3.140,170575,,,50.0000,0.9884,0.7687,0.9597,0.5423,0.6775
3.160,170595,,,50.0000,0.9887,0.7683,0.9594,0.5418,0.6774
3.180,170615,,,50.0000,0.9887,0.7688,0.9598,0.5408,0.6781
3.200,170635,,,50.0000,0.9883,0.7693,0.9595,0.5412,0.6772
3.220,170655,,,50.0000,0.9882,0.7686,0.9599,0.5409,0.6777
3.240,170675,,,49.9963,0.9884,0.7690,0.9598,0.5415,0.6769
3.260,170695,,,49.9925,0.9882,0.7685,0.9597,0.5419,0.6773
3.280,170715,,,49.9987,0.9882,0.7681,0.9594,0.5415,0.6771
3.300,170735,,,50.0013,0.9887,0.7687,0.9596,0.5415,0.6776
3.320,170755,,,50.0025,0.9884,0.7686,0.9598,0.5417,0.6773
3.340,170775,,,50.0000,0.9885,0.7689,0.9593,0.5410,0.6772
3.360,170795,,,50.0000,0.9881,0.7690,0.9595,0.5414,0.6778
3.380,170815,,,50.0000,0.9884,0.7688,0.9598,0.5414,0.6780
3.400,170835,,,50.0000,0.9885,0.7684,0.9596,0.5421,0.6776
3.420,170855,,,50.0037,0.9886,0.7683,0.9595,0.5416,0.6777
3.440,170875,,,50.0050,0.9882,0.7685,0.9595,0.5419,0.6773
3.460,170895,,,50.0013,0.9883,0.7684,0.9601,0.5415,0.6785
3.480,170915,,,50.0075,0.9884,0.7685,0.9596,0.5410,0.6779
3.500,170935,,,50.0037,0.9882,0.7689,0.9592,0.5418,0.6777
3.520,170955,,,49.9987,0.9885,0.7684,0.9597,0.5412,0.6776
3.540,170975,,,50.0013,0.9881,0.7681,0.9599,0.5420,0.6776
3.560,170995,,,50.0013,0.9883,0.7686,0.9596,0.5410,0.6769
3.580,171015,,,50.0000,0.9886,0.7686,0.9592,0.5414,0.6773
3.600,171035,,,50.0037,0.9885,0.7689,0.9597,0.5417,0.6774
3.620,171055,,,49.9987,0.9885,0.7687,0.9603,0.5412,0.6772
3.640,171075,,,50.0025,0.9882,0.7688,0.9597,0.5417,0.6779
3.660,171095,,,49.9987,0.9886,0.7686,0.9595,0.5410,0.6776
3.680,171115,,,49.9950,0.9879,0.7686,0.9592,0.5419,0.6772
3.700,171135,,,50.0013,0.9884,0.7684,0.9597,0.5411,0.6773
3.720,171155,,,49.9950,0.9886,0.7683,0.9598,0.5409,0.6772
3.740,171175,,,50.0025,0.9887,0.7683,0.9596,0.5413,0.6773
3.760,171195,,,50.0000,0.9883,0.7682,0.9598,0.5411,0.6776
3.780,171215,,,49.9987,0.9885,0.7679,0.9600,0.5412,0.6769
3.800,171235,,,49.9987,0.9879,0.7686,0.9592,0.5411,0.6778
3.820,171255,,,49.9987,0.9883,0.7684,0.9595,0.5409,0.6775
3.840,171275,,,50.0000,0.9882,0.7688,0.9597,0.5407,0.6774
3.860,171295,,,49.9987,0.9889,0.7686,0.9595,0.5414,0.6774
3.880,171315,,,50.0025,0.9881,0.7688,0.9597,0.5419,0.6771
3.900,171335,,,50.0025,0.9885,0.7688,0.9597,0.5416,0.6777
3.920,171355,,,50.0000,0.9883,0.7688,0.9597,0.5410,0.6774
3.940,171375,,,50.0000,0.9885,0.7687,0.9598,0.5422,0.6771
3.960,171395,,,50.0000,0.9884,0.7686,0.9598,0.5411,0.6772
3.980,171415,,,50.0000,0.9884,0.7692,0.9595,0.5415,0.6778
4.000,171435,,,49.9963,0.9883,0.7687,0.9594,0.5428,0.6775
4.020,171455,,,50.0050,0.9883,0.7687,0.9596,0.5413,0.6774
4.040,171475,,,50.0000,0.9884,0.7680,0.9599,0.5409,0.6776
4.060,171495,,,50.0000,0.9883,0.7691,0.9600,0.5420,0.6784
4.080,171515,,,50.0050,0.9884,0.7684,0.9595,0.5425,0.6769
4.100,171535,,,50.0037,0.9887,0.7690,0.9598,0.5411,0.6774
4.120,171555,,,50.0000,0.9882,0.7684,0.9595,0.5408,0.6773
4.140,171575,,,50.0000,0.9885,0.7683,0.9595,0.5407,0.6765
4.160,171595,,,49.9975,0.9884,0.7686,0.9598,0.5411,0.6772
4.180,171615,,,49.9963,0.9883,0.7687,0.9594,0.5411,0.6772
4.200,171635,,,49.9975,0.9886,0.7686,0.9595,0.5416,0.6771
4.220,171655,,,49.9975,0.9881,0.7685,0.9597,0.5412,0.6778
4.240,171675,,,49.9975,0.9884,0.7684,0.9594,0.5413,0.6774
4.260,171695,,,50.0025,0.9887,0.7683,0.9600,0.5412,0.6778
4.280,171715,,,49.9950,0.9885,0.7687,0.9596,0.5414,0.6777
4.300,171735,,,50.0000,0.9884,0.7681,0.9597,0.5406,0.6779
4.320,171755,,,49.9975,0.9882,0.7685,0.9595,0.5417,0.6778
4.340,171775,,,49.9975,0.9885,0.7678,0.9592,0.5408,0.6772
4.360,171795,,,50.0000,0.9883,0.7682,0.9595,0.5417,0.6778
4.380,171815,,,49.9975,0.9885,0.7686,0.9593,0.5419,0.6773
4.400,171835,,,49.9975,0.9879,0.7684,0.9595,0.5416,0.6775
4.420,171855,,,50.0025,0.9885,0.7686,0.9594,0.5412,0.6775
4.440,171875,,,49.9975,0.9882,0.7685,0.9596,0.5416,0.6776
4.460,171895,,,50.0025,0.9882,0.7684,0.9589,0.5413,0.6773
4.480,171915,,,50.0037,0.9880,0.7686,0.9597,0.5414,0.6779
4.500,171935,,,50.0025,0.9881,0.7689,0.9596,0.5414,0.6772
4.520,171955,,,50.0025,0.9884,0.7686,0.9597,0.5415,0.6775
4.540,171975,,,50.0000,0.9884,0.7680,0.9598,0.5410,0.6777
4.560,171995,,,50.0000,0.9886,0.7685,0.9596,0.5409,0.6779
4.580,172015,,,49.9987,0.9881,0.7682,0.9598,0.5416,0.6768
4.600,172035,,,49.9987,0.9880,0.7681,0.9595,0.5412,0.6773
4.620,172055,,,49.9987,0.9879,0.7687,0.9596,0.5411,0.6770
4.640,172075,,,50.0000,0.9882,0.7688,0.9596,0.5410,0.6774
4.660,172095,,,50.0000,0.9887,0.7686,0.9593,0.5416,0.6772
4.680,172115,,,50.0000,0.9881,0.7684,0.9600,0.5417,0.6776
4.700,172135,,,49.9987,0.9885,0.7683,0.9595,0.5421,0.6778
4.720,172155,,,49.9987,0.9887,0.7681,0.9597,0.5417,0.6773
4.740,172175,,,50.0000,0.9887,0.7688,0.9596,0.5414,0.6774
4.760,172195,,,49.9987,0.9884,0.7687,0.9594,0.5410,0.6771
4.780,172215,,,50.0025,0.9888,0.7689,0.9597,0.5417,0.6781
4.800,172235,,,49.9987,0.9882,0.7686,0.9595,0.5415,0.6777
4.820,172255,,,50.0025,0.9885,0.7685,0.9595,0.5420,0.6774
4.840,172275,,,50.0000,0.9882,0.7682,0.9598,0.5410,0.6776
4.860,172295,,,49.9975,0.9886,0.7684,0.9596,0.5412,0.6775
4.880,172315,,,50.0025,0.9880,0.7689,0.9594,0.5422,0.6772
4.900,172335,,,49.9987,0.9881,0.7680,0.9597,0.5415,0.6772
4.920,172355,,,50.0025,0.9883,0.7688,0.9597,0.5413,0.6774
4.940,172375,,,49.9987,0.9883,0.7686,0.9598,0.5412,0.6778
4.960,172395,,,49.9987,0.9887,0.7689,0.9598,0.5419,0.6773
4.980,172415,,,49.9963,0.9885,0.7687,0.9595,0.5410,0.6770
5.000,172435,,,49.9987,0.9884,0.7686,0.9601,0.5414,0.6774
5.020,172455,,,49.9963,0.9883,0.7685,0.9593,0.5405,0.6774
5.040,172475,,,49.9975,0.9884,0.7687,0.9598,0.5412,0.6775
5.060,172495,,,50.0025,0.9884,0.7686,0.9595,0.5416,0.6771
5.080,172515,,,49.9987,0.9884,0.7686,0.9589,0.5414,0.6774
5.100,172535,,,49.9987,0.9883,0.7686,0.9593,0.5422,0.6772
5.120,172555,,,49.9963,0.9885,0.7682,0.9596,0.5415,0.6772
5.140,172575,,,49.9950,0.9884,0.7685,0.9594,0.5404,0.6778
5.160,172595,,,49.9950,0.9881,0.7684,0.9597,0.5414,0.6779
5.180,172615,,,50.0000,0.9881,0.7682,0.9596,0.5412,0.6772
5.200,172635,,,50.0037,0.9884,0.7686,0.9596,0.5418,0.6775
5.220,172655,,,50.0025,0.9884,0.7685,0.9593,0.5416,0.6772
5.240,172675,,,50.0025,0.9883,0.7686,0.9600,0.5417,0.6772
5.260,172695,,,50.0025,0.9883,0.7684,0.9594,0.5422,0.6770
5.280,172715,,,49.9975,0.9884,0.7684,0.9596,0.5412,0.6777
5.300,172735,,,49.9987,0.9884,0.7687,0.9600,0.5415,0.6777
5.320,172755,,,49.9987,0.9884,0.7687,0.9597,0.5420,0.6779
5.340,172775,,,49.9925,0.9882,0.7684,0.9594,0.5409,0.6775
5.360,172795,,,49.9963,0.9883,0.7688,0.9594,0.5415,0.6770
5.380,172815,,,49.9975,0.9885,0.7686,0.9593,0.5413,0.6771
5.400,172835,,,49.9975,0.9882,0.7688,0.9600,0.5418,0.6774
5.420,172855,,,50.0037,0.9886,0.7686,0.9600,0.5419,0.6777
5.440,172875,,,49.9987,0.9885,0.7689,0.9596,0.5411,0.6777
5.460,172895,,,49.9975,0.9887,0.7687,0.9593,0.5409,0.6774
5.480,172915,,,49.9987,0.9888,0.7684,0.9598,0.5408,0.6775
5.500,172935,,,49.9987,0.9887,0.7684,0.9595,0.5416,0.6767
5.520,172955,,,49.9987,0.9883,0.7690,0.9596,0.5421,0.6775
5.540,172975,,,49.9987,0.9883,0.7687,0.9597,0.5418,0.6777
5.560,172995,,,49.9963,0.9882,0.7689,0.9594,0.5416,0.6774
5.580,173015,,,50.0013,0.9878,0.7686,0.9592,0.5418,0.6774
5.600,173035,,,50.0000,0.9886,0.7686,0.9598,0.5405,0.6773
5.620,173055,,,50.0025,0.9890,0.7686,0.9597,0.5416,0.6779
5.640,173075,,,50.0050,0.9887,0.7689,0.9596,0.5413,0.6777
5.660,173095,,,50.0000,0.9886,0.7684,0.9598,0.5411,0.6773
5.680,173115,,,50.0025,0.9886,0.7689,0.9599,0.5425,0.6770
5.700,173135,,,49.9975,0.9882,0.7690,0.9597,0.5415,0.6778
5.720,173155,,,49.9975,0.9887,0.7689,0.9597,0.5419,0.6773
5.740,173175,,,49.9975,0.9882,0.7688,0.9595,0.5413,0.6772
5.760,173195,,,50.0000,0.9885,0.7691,0.9598,0.5411,0.6778
5.780,173215,,,50.0025,0.9884,0.7689,0.9594,0.5399,0.6773
5.800,173235,,,50.0013,0.9884,0.7684,0.9598,0.5420,0.6774
5.820,173255,,,50.0013,0.9886,0.7692,0.9595,0.5410,0.6773
5.840,173275,,,50.0025,0.9885,0.7690,0.9598,0.5411,0.6771
5.860,173295,,,49.9975,0.9888,0.7691,0.9596,0.5414,0.6778
5.880,173315,,,49.9938,0.9887,0.7688,0.9597,0.5415,0.6780
5.900,173335,,,49.9963,0.9889,0.7690,0.9599,0.5415,0.6773
5.920,173355,,,49.9963,0.9885,0.7688,0.9596,0.5411,0.6773
5.940,173375,,,49.9963,0.9884,0.7693,0.9593,0.5418,0.6778
5.960,173395,,,49.9975,0.9886,0.7688,0.9598,0.5416,0.6770
5.980,173415,,,50.0013,0.9885,0.7684,0.9596,0.5417,0.6771
6.000,173435,,,50.0025,0.9886,0.7687,0.9596,0.5410,0.6776
6.020,173455,,,50.0025,0.9882,0.7687,0.9590,0.5417,0.6775
6.040,173475,,,50.0063,0.9884,0.7685,0.9594,0.5412,0.6770
6.060,173495,,,50.0025,0.9886,0.7690,0.9594,0.5418,0.6773
6.080,173515,,,49.9963,0.9885,0.7690,0.9598,0.5412,0.6779
6.100,173535,,,50.0000,0.9882,0.7687,0.9598,0.5417,0.6775
6.120,173555,,,49.9987,0.9883,0.7692,0.9600,0.5408,0.6782
6.140,173575,,,50.0000,0.9882,0.7690,0.9597,0.5407,0.6768
6.160,173595,,,50.0000,0.9886,0.7690,0.9599,0.5417,0.6772
6.180,173615,,,50.0000,0.9887,0.7690,0.9596,0.5414,0.6778
6.200,173635,,,50.0000,0.9884,0.7689,0.9596,0.5402,0.6772
6.220,173655,,,49.9987,0.9883,0.7691,0.9595,0.5414,0.6770
6.240,173675,,,50.0000,0.9884,0.7691,0.9594,0.5418,0.6775
6.260,173695,,,49.9987,0.9886,0.7689,0.9595,0.5420,0.6774
6.280,173715,,,50.0000,0.9885,0.7690,0.9598,0.5406,0.6773
6.300,173735,,,50.0050,0.9884,0.7688,0.9598,0.5413,0.6775
6.320,173755,,,49.9987,0.9881,0.7687,0.9594,0.5417,0.6777
6.340,173775,,,50.0013,0.9882,0.7689,0.9598,0.5409,0.6781
6.360,173795,,,50.0013,0.9886,0.7694,0.9595,0.5421,0.6779
6.380,173815,,,50.0000,0.9877,0.7693,0.9594,0.5423,0.6770
6.400,173835,,,50.0013,0.9883,0.7690,0.9594,0.5418,0.6782
6.420,173855,,,50.0013,0.9884,0.7688,0.9596,0.5417,0.6773
6.440,173875,,,50.0025,0.9886,0.7691,0.9601,0.5403,0.6775
6.460,173895,,,50.0013,0.9878,0.7692,0.9598,0.5416,0.6775
6.480,173915,,,50.0000,0.9880,0.7690,0.9593,0.5417,0.6772
6.500,173935,,,50.0000,0.9882,0.7691,0.9595,0.5409,0.6776
6.520,173955,,,50.0013,0.9884,0.7690,0.9604,0.5404,0.6774
6.540,173975,,,49.9963,0.9883,0.7697,0.9594,0.5404,0.6770
6.560,173995,,,49.9963,0.9884,0.7687,0.9599,0.5411,0.6779
6.580,174015,,,49.9987,0.9886,0.7692,0.9598,0.5415,0.6777
6.600,174035,,,49.9963,0.9881,0.7689,0.9599,0.5414,0.6783
6.620,174055,,,50.0000,0.9885,0.7693,0.9594,0.5416,0.6778
6.640,174075,,,50.0000,0.9886,0.7691,0.9591,0.5420,0.6774
6.660,174095,,,49.9987,0.9887,0.7687,0.9598,0.5409,0.6780
6.680,174115,,,50.0025,0.9883,0.7693,0.9594,0.5415,0.6779
6.700,174135,,,50.0000,0.9884,0.7691,0.9599,0.5419,0.6774
6.720,174155,,,50.0025,0.9885,0.7692,0.9597,0.5411,0.6772
6.740,174175,,,50.0050,0.9883,0.7690,0.9597,0.5411,0.6774
6.760,174195,,,50.0000,0.9882,0.7693,0.9598,0.5411,0.6774
6.780,174215,,,50.0050,0.9885,0.7696,0.9594,0.5416,0.6779
6.800,174235,,,50.0025,0.9883,0.7690,0.9594,0.5416,0.6776
6.820,174255,,,49.9950,0.9883,0.7693,0.9593,0.5414,0.6774
6.840,174275,,,50.0013,0.9885,0.7689,0.9599,0.5415,0.6768
6.860,174295,,,50.0013,0.9880,0.7696,0.9594,0.5421,0.6772
6.880,174315,,,50.0013,0.9884,0.7691,0.9597,0.5412,0.6773
6.900,174335,,,50.0025,0.9885,0.7693,0.9598,0.5410,0.6774
6.920,174355,,,50.0000,0.9886,0.7695,0.9596,0.5413,0.6776
6.940,174375,,,50.0000,0.9886,0.7693,0.9594,0.5413,0.6781
6.960,174395,,,50.0000,0.9889,0.7694,0.9593,0.5417,0.6771
6.980,174415,,,49.9963,0.9886,0.7689,0.9597,0.5409,0.6773
7.000,174435,,,50.0000,0.9884,0.7693,0.9594,0.5422,0.6779
7.020,174455,,,49.9987,0.9885,0.7694,0.9597,0.5411,0.6774
7.040,174475,,,49.9987,0.9887,0.7695,0.9599,0.5416,0.6778
7.060,174495,,,49.9987,0.9880,0.7691,0.9596,0.5407,0.6774
7.080,174515,,,49.9987,0.9881,0.7697,0.9598,0.5416,0.6776
7.100,174535,,,49.9975,0.9879,0.7691,0.9594,0.5410,0.6771
7.120,174555,,,49.9975,0.9883,0.7693,0.9593,0.5413,0.6774
