iso_time,monotonic_s,frame_count,replay_index,f_target_hz,Va_rms,Vb_rms,Vc_rms,Ib_rms,Ic_rms,f_Va,f_Vb,f_Vc,THD_Va,THD_Vb,THD_Vc,Ph_VbIb,Ph_VcIc,Pb,Qb,Sb,PFb,Pc,Qc,Sc,PFc,FREQ_alarm,UV_alarm,THD_alarm,dnp3_bytes
2026-07-14T16:44:38.171+00:00,46.083,1016,46,49.7700,0.9919,0.7526,0.8524,0.54240,0.58200,49.9950,49.9925,49.9987,8.422,1.950,8.710,29.898,48.744,0.37980,0.21840,0.43810,0.8669,0.33700,0.38420,0.51100,0.6594,0,0,1,147
2026-07-14T16:44:39.112+00:00,47.024,1017,47,49.6330,0.9811,0.7533,0.8469,0.53790,0.57590,50.0000,49.9925,49.9963,9.147,1.536,9.776,38.808,48.582,0.34030,0.27370,0.43660,0.7793,0.30890,0.35010,0.46690,0.6615,0,0,1,147
2026-07-14T16:44:40.071+00:00,47.983,1018,47,49.6330,0.9300,0.7518,0.7927,0.52930,0.53250,49.9975,49.9139,50.0025,15.155,1.647,16.947,39.078,48.456,0.31350,0.25460,0.40390,0.7763,0.24000,0.27090,0.36200,0.6632,0,0,1,147
2026-07-14T16:44:41.012+00:00,48.924,1019,48,49.5370,0.8232,0.8065,0.6779,0.56340,0.45440,49.9975,49.9675,50.0013,20.630,1.648,17.606,39.060,39.222,0.32440,0.26320,0.41770,0.7765,0.33100,0.27020,0.42720,0.7747,0,0,1,147
2026-07-14T16:44:41.971+00:00,49.883,1020,49,49.4680,0.9260,0.8060,0.8124,0.56720,0.56050,50.0025,49.4438,49.9875,8.961,1.657,8.329,38.790,48.438,0.34410,0.27660,0.44150,0.7794,0.30280,0.34150,0.45640,0.6634,1,0,1,147
2026-07-14T16:44:42.912+00:00,50.824,1021,50,49.4280,0.8939,0.7563,0.7546,0.54270,0.49700,50.0000,49.9675,49.9788,23.232,1.707,21.497,39.060,39.258,0.33000,0.26780,0.42500,0.7765,0.29510,0.24120,0.38110,0.7743,0,0,1,147
2026-07-14T16:44:43.872+00:00,51.784,1022,51,49.3720,0.8888,0.7969,0.7828,0.56390,0.53520,50.0000,49.6056,49.9875,9.244,2.089,9.308,38.754,48.492,0.33830,0.27150,0.43380,0.7798,0.30150,0.34070,0.45500,0.6627,0,0,1,147
2026-07-14T16:44:44.812+00:00,52.724,1023,52,49.3310,0.8836,0.7713,0.7327,0.55410,0.48110,49.9925,49.6130,49.9913,23.072,1.711,16.584,38.808,48.510,0.33700,0.27110,0.43250,0.7793,0.28700,0.32450,0.43320,0.6625,0,0,1,147
2026-07-14T16:44:45.773+00:00,53.685,1024,53,49.2940,0.9565,0.8063,0.8435,0.56470,0.59450,49.9925,49.5295,49.9938,9.248,1.612,16.447,38.736,38.790,0.31510,0.25280,0.40400,0.7800,0.27230,0.21890,0.34940,0.7794,0,0,1,147
2026-07-14T16:44:46.730+00:00,54.642,1025,54,49.2720,0.8174,0.7834,0.6736,0.54860,0.44900,49.9950,49.3449,50.0025,10.781,1.881,7.945,29.520,48.528,0.37240,0.21090,0.42800,0.8702,0.33890,0.38350,0.51180,0.6623,1,0,1,147
2026-07-14T16:44:47.672+00:00,55.585,1026,55,49.2740,0.9507,0.7454,0.8141,0.53270,0.54080,49.9975,49.3376,49.9913,23.900,1.808,20.995,38.808,39.222,0.32650,0.26260,0.41900,0.7793,0.31940,0.26070,0.41230,0.7747,1,0,1,147
