iso_time,monotonic_s,frame_count,replay_index,f_target_hz,Va_rms,Vb_rms,Vc_rms,Ib_rms,Ic_rms,f_Va,f_Vb,f_Vc,THD_Va,THD_Vb,THD_Vc,Ph_VbIb,Ph_VcIc,Pb,Qb,Sb,PFb,Pc,Qc,Sc,PFc,FREQ_alarm,UV_alarm,THD_alarm,dnp3_bytes
2026-06-25T17:06:37.286+00:00,76.802,844,76,49.1130,0.9990,0.7855,0.8774,0.56220,0.60650,50.0596,48.9970,50.0551,10.882,1.775,14.852,48.420,48.510,0.28550,0.32180,0.43020,0.6637,0.27760,0.31380,0.41900,0.6625,1,0,1,147
2026-06-25T17:06:38.226+00:00,77.742,845,77,49.1330,0.9328,0.7577,0.8249,0.54740,0.58040,50.0576,48.9980,50.0582,9.178,1.634,10.435,48.744,38.970,0.27140,0.30940,0.41160,0.6594,0.32570,0.26350,0.41900,0.7775,1,0,1,147
2026-06-25T17:06:39.186+00:00,78.701,846,78,49.1500,0.8984,0.7400,0.7700,0.53360,0.52610,50.0566,49.0629,50.0601,8.259,1.748,6.917,38.880,39.024,0.33360,0.26900,0.42850,0.7785,0.37440,0.30350,0.48200,0.7769,1,0,1,147
2026-06-25T17:06:40.147+00:00,79.662,847,79,49.1600,0.9166,0.8066,0.7748,0.55970,0.51770,50.0500,49.3931,50.0620,8.532,2.015,7.091,29.556,38.880,0.37900,0.21490,0.43570,0.8699,0.41770,0.33680,0.53660,0.7785,1,0,1,147
2026-06-25T17:06:41.104+00:00,80.619,848,80,49.1680,0.9879,0.7581,0.8374,0.55240,0.55500,49.7849,49.0665,50.0576,12.520,1.802,7.592,39.078,48.420,0.31930,0.25930,0.41130,0.7763,0.35200,0.39670,0.53040,0.6637,1,0,1,147
2026-06-25T17:06:42.047+00:00,81.562,849,81,49.1730,1.0041,0.7613,0.8810,0.53270,0.60120,49.7973,49.3882,50.0507,13.912,2.036,12.661,38.826,49.014,0.31700,0.25510,0.40690,0.7791,0.34610,0.39840,0.52770,0.6559,1,0,1,147
2026-06-25T17:06:42.986+00:00,82.502,850,82,49.1820,0.9954,0.7723,0.8944,0.54400,0.60260,50.0544,49.3900,50.0582,8.666,1.721,13.133,38.844,48.510,0.32160,0.25900,0.41290,0.7789,0.27430,0.31020,0.41410,0.6625,1,0,1,147
2026-06-25T17:06:43.947+00:00,83.463,851,83,49.2280,0.9068,0.7610,0.7870,0.53010,0.54280,50.0546,49.3852,50.0582,9.192,1.706,7.867,38.826,38.952,0.33570,0.27020,0.43090,0.7791,0.37910,0.30650,0.48750,0.7777,1,0,1,147
2026-06-25T17:06:44.905+00:00,84.421,852,84,49.2230,0.9260,0.7800,0.7824,0.56250,0.52140,50.0576,49.0653,49.7253,10.714,1.649,6.980,48.474,39.060,0.27920,0.31530,0.42110,0.6630,0.41620,0.33780,0.53600,0.7765,1,0,1,147
2026-06-25T17:06:45.848+00:00,85.363,853,85,49.2310,0.9995,0.7482,0.8735,0.53130,0.59080,50.0581,49.0629,50.0638,15.773,1.833,14.219,38.718,39.474,0.31770,0.25470,0.40710,0.7802,0.39170,0.32260,0.50740,0.7719,1,0,1,147
2026-06-25T17:06:46.788+00:00,86.303,854,86,49.2340,0.9948,0.7846,0.8950,0.54770,0.60210,50.0526,49.0635,50.0551,8.632,1.547,13.300,38.718,38.736,0.32630,0.26160,0.41820,0.7802,0.30950,0.24830,0.39680,0.7800,1,0,1,147
2026-06-25T17:06:47.748+00:00,87.264,855,87,49.2170,0.8918,0.7503,0.7595,0.53060,0.52820,49.7864,49.0587,50.0582,7.671,1.703,7.386,48.726,38.736,0.28370,0.32330,0.43010,0.6597,0.37940,0.30430,0.48630,0.7800,1,0,1,147
2026-06-25T17:06:48.706+00:00,88.221,856,88,49.2680,0.9253,0.7773,0.7734,0.56310,0.51390,49.7844,49.0623,50.0551,11.766,1.692,8.680,48.672,48.402,0.27450,0.31210,0.41570,0.6604,0.35280,0.39730,0.53130,0.6639,1,0,1,147
2026-06-25T17:06:49.648+00:00,89.163,857,89,49.2250,1.0002,0.7425,0.8705,0.53130,0.59390,50.0641,49.0593,50.0576,16.005,1.841,14.310,38.754,48.996,0.31880,0.25590,0.40890,0.7798,0.32170,0.37000,0.49020,0.6561,1,0,1,147
2026-06-25T17:06:50.588+00:00,90.103,858,90,49.2380,0.9788,0.7885,0.8765,0.55370,0.59610,50.0532,49.2606,50.0576,8.907,1.473,9.860,38.898,48.510,0.31650,0.25540,0.40670,0.7783,0.27870,0.31510,0.42060,0.6625,1,0,1,147
2026-06-25T17:06:51.548+00:00,91.063,859,91,49.2350,0.8855,0.7711,0.7531,0.54460,0.51030,50.0556,49.3913,50.0532,8.944,1.994,8.834,38.934,48.618,0.33910,0.27390,0.43590,0.7779,0.34750,0.39440,0.52570,0.6611,1,0,1,147
2026-06-25T17:06:52.488+00:00,92.003,860,91,49.2350,0.9675,0.7868,0.8281,0.54920,0.55240,50.0531,49.0635,49.7222,13.636,1.814,9.504,38.772,39.042,0.31600,0.25380,0.40530,0.7796,0.41400,0.33580,0.53310,0.7767,1,0,1,147
